,t_exp,map,t_exp_cons
11508,,OMN1963,
11509,,OMN1964,
11510,,OMN1965,
11511,,OMN1966,
11512,36177851.422259,OMN1967,
11513,132469402.447804,OMN1968,
11514,179025677.94576398,OMN1969,
11515,188864890.808735,OMN1970,
11516,198026948.989413,OMN1971,
11517,217821782.178218,OMN1972,
11518,327630453.378956,OMN1973,
11519,1213376375.21714,OMN1974,
11520,1416328604.5165,OMN1975,
11521,1595830920.67169,OMN1976,
11522,1598147075.85408,OMN1977,
11523,1598147075.85408,OMN1978,
11524,2279675448.7550697,OMN1979,
11525,3748117834.3949,OMN1980,
11526,4695715112.91257,OMN1981,
11527,4422987840.185289,OMN1982,
11528,4255935147.65489,OMN1983,
11529,4435437174.29068,OMN1984,
11530,4985524030.110021,OMN1985,
11531,2874345549.7382197,OMN1986,
11532,3817945383.61508,OMN1987,
11533,3355006501.95058,OMN1988,
11534,,OMN1989,
11535,5518855656.69701,OMN1990,
11536,4884265279.58387,OMN1991,
11537,5568270481.14434,OMN1992,
11538,5378413524.05722,OMN1993,
11539,5555266579.9739895,OMN1994,
11540,6078023407.02211,OMN1995,
11541,7609882964.88947,OMN1996,
11542,7924577373.21196,OMN1997,
11543,5911573472.04161,OMN1998,
11544,7648894668.40052,OMN1999,
11545,10473342002.6008,OMN2000,29655396618.9857
11546,10057217165.1495,OMN2001,31271781534.4603
11547,9890767230.16905,OMN2002,29757867360.2081
11548,10764629388.8166,OMN2003,28943563068.9207
11549,12723016905.0715,OMN2004,28379713914.1742
11550,18114434330.2991,OMN2005,33898829648.8947
11551,20905071521.4564,OMN2006,27580754226.2679
11552,23771131339.4018,OMN2007,27062938881.6645
11553,35617685305.5917,OMN2008,29532899869.961002
11554,24501950585.1756,OMN2009,29140962288.6866
11555,38499869700.9103,OMN2010,38499869700.9103
11556,49534460338.1014,OMN2011,40088845253.5761
11557,54824447334.2003,OMN2012,42316248634.5904
11558,59383615084.5254,OMN2013,47591000000.0
11559,56954486345.9038,OMN2014,46600250975.2926
11560,39081924577.3732,OMN2015,42236900650.1951
11561,31042912873.8622,OMN2016,44826788036.4109
11562,36894668400.5202,OMN2017,50617425227.5683
11563,,OMN2018,
11564,,PAK1960,1311484284.83851
11565,,PAK1961,1350738046.89609
11566,,PAK1962,1392294023.27082
11567,,PAK1963,1934822525.7905102
11568,,PAK1964,1886014214.954
11569,,PAK1965,1896490621.10191
11570,,PAK1966,2099665513.9984
11571,678985804.283914,PAK1967,2201310425.13005
11572,740984628.307434,PAK1968,2349346126.0405
11573,747984271.314574,PAK1969,2562190500.89459
11574,778983704.3259139,PAK1970,2967964578.2516303
11575,757234124.317514,PAK1971,2994325651.95681
11576,1096084088.16945,PAK1972,2479769508.0497103
11577,855556209.212144,PAK1973,2622279656.73916
11578,1200200090.90909,PAK1974,2169308988.00462
11579,1230800111.11111,PAK1975,2419795399.73948
11580,1430099676.7676802,PAK1976,2762257356.9100103
11581,1404399868.6868699,PAK1977,2276594498.89161
11582,1646699989.8989902,PAK1978,2567025300.95715
11583,2107299939.3939397,PAK1979,2908681458.4349103
11584,2958199878.78788,PAK1980,3476074557.13976
11585,3461199646.46465,PAK1981,4110348351.8344
11586,3055880786.7298603,PAK1982,3864351599.465
11587,3419646228.3464603,PAK1983,4813920716.173229
11588,3448628354.11101,PAK1984,4636185931.58725
11589,3246343700.52771,PAK1985,4619494223.578071
11590,3796228158.7104797,PAK1986,6135075403.53259
11591,4414018071.65744,PAK1987,6870648732.32669
11592,5227069507.26289,PAK1988,6574347235.43712
11593,5576986900.95346,PAK1989,7479943434.115029
11594,6216942612.06937,PAK1990,7564090837.544721
11595,7725443913.95311,PAK1991,10095431224.7953
11596,8442727144.32719,PAK1992,11490718818.7209
11597,8394297012.573759,PAK1993,11642092729.7241
11598,8449775780.2813,PAK1994,12004238985.9116
11599,10132260947.2744,PAK1995,11635070821.9625
11600,10703064802.2602,PAK1996,11867139115.1034
11601,10040494157.2716,PAK1997,11091506098.7677
11602,10252214043.9952,PAK1998,10455965894.9387
11603,9668690514.20587,PAK1999,10157937714.9166
11604,9940178787.14665,PAK2000,11784833148.8276
11605,10600274819.6496,PAK2001,13220608417.872
11606,11007713543.3582,PAK2002,14537385013.1756
11607,13917671162.7113,PAK2003,18662718240.1273
11608,15350078165.7113,PAK2004,18377584307.5067
11609,17180327371.7266,PAK2005,20140084613.7061
11610,19400851368.1031,PAK2006,22132951503.288998
11611,20137183305.7911,PAK2007,22467098807.4499
11612,21059563684.6186,PAK2008,21444377820.6101
11613,20843801712.9033,PAK2009,20723593954.0371
11614,23978785633.227,PAK2010,23978785633.227
11615,29831048429.9786,PAK2011,24547609857.0853
11616,27816080760.866,PAK2012,20865261585.33
11617,30699243926.6237,PAK2013,23698938218.9563
11618,29916086156.5945,PAK2014,23348152162.9968
11619,28690885214.612003,PAK2015,21867055482.2789
11620,25484992270.6768,PAK2016,21516460019.1235
11621,25114128153.2649,PAK2017,21348509640.1441
11622,,PAK2018,
11623,,PLW1960,
11624,,PLW1961,
11625,,PLW1962,
11626,,PLW1963,
11627,,PLW1964,
11628,,PLW1965,
11629,,PLW1966,
11630,,PLW1967,
11631,,PLW1968,
11632,,PLW1969,
11633,,PLW1970,
11634,,PLW1971,
11635,,PLW1972,
11636,,PLW1973,
11637,,PLW1974,
11638,,PLW1975,
11639,,PLW1976,
11640,,PLW1977,
11641,,PLW1978,
11642,,PLW1979,
11643,,PLW1980,
11644,,PLW1981,
11645,,PLW1982,
11646,,PLW1983,
11647,,PLW1984,
11648,,PLW1985,
11649,,PLW1986,
11650,,PLW1987,
11651,,PLW1988,
11652,,PLW1989,
11653,,PLW1990,
11654,,PLW1991,
11655,,PLW1992,
11656,,PLW1993,
11657,,PLW1994,
11658,,PLW1995,
11659,,PLW1996,
11660,,PLW1997,
11661,,PLW1998,
11662,,PLW1999,
11663,64708500.0,PLW2000,
11664,71011700.0,PLW2001,
11665,74428800.0,PLW2002,
11666,62469600.0,PLW2003,
11667,67606900.0,PLW2004,
11668,84060699.5820999,PLW2005,100890146.16339
11669,86206935.4057312,PLW2006,97560573.3872076
11670,86887259.8409653,PLW2007,97216569.8908743
11671,94851444.30398941,PLW2008,92363220.74447091
11672,82764833.92715451,PLW2009,84339548.9036559
11673,90224161.863327,PLW2010,90224161.863327
11674,107513396.322727,PLW2011,105764902.303514
11675,126514791.369438,PLW2012,115734399.321743
11676,129346214.741468,PLW2013,110760141.245713
11677,147201560.556889,PLW2014,122836003.185626
11678,164555157.363415,PLW2015,138405096.09753102
11679,155832152.96268502,PLW2016,132564067.28818001
11680,141564419.269562,PLW2017,119175392.244872
11681,,PLW2018,
11682,245950200.0,PAN1960,1477038619.96478
11683,282659200.0,PAN1961,1697492073.5344
11684,346803300.0,PAN1962,2040935496.8622699
11685,380614200.0,PAN1963,2268350636.02808
11686,407276600.0,PAN1964,2274152078.8700104
11687,464078900.0,PAN1965,2592069245.32164
11688,518176300.0,PAN1966,2843850398.60944
11689,582900100.0,PAN1967,3125798894.32584
11690,637577200.0,PAN1968,3361336076.37742
11691,701141700.0,PAN1969,3591071815.5870705
11692,753693500.0,PAN1970,3765114070.0271797
11693,827859100.0,PAN1971,3925145906.43451
11694,894452800.0,PAN1972,3974610388.02631
11695,1025310500.0,PAN1973,4162769120.2021103
11696,1479040900.0,PAN1974,4453736126.72506
11697,1680181200.0,PAN1975,4529387619.43293
11698,1626595600.0,PAN1976,4415910380.37113
11699,1788323200.0,PAN1977,4885337268.484429
11700,1915103700.0,PAN1978,5225768756.59919
11701,2183808400.0,PAN1979,5155936688.777929
11702,3000600900.0,PAN1980,6923076771.88028
11703,3253003600.0,PAN1981,6128640575.99389
11704,3277786800.0,PAN1982,6323922717.632521
11705,2792310500.0,PAN1983,5714865252.72435
11706,2752048000.0,PAN1984,5479814845.76711
11707,2972609600.0,PAN1985,7457704148.69375
11708,3202394800.0,PAN1986,7595732490.9487
11709,3233834800.0,PAN1987,6380557682.70215
11710,2940126900.0,PAN1988,5528248624.04741
11711,3092916000.0,PAN1989,6201987389.06689
11712,3699099600.0,PAN1990,7260565160.507041
11713,4552713300.0,PAN1991,10143220451.9904
11714,5336629500.0,PAN1992,9274199429.870079
11715,5626006400.0,PAN1993,8258639535.72599
11716,6185029900.0,PAN1994,7998521194.20651
11717,6399816900.0,PAN1995,8812299956.91383
11718,7036371500.0,PAN1996,9585608745.8805
11719,8220258000.0,PAN1997,10294398521.666
11720,7831147900.0,PAN1998,10204182148.7235
11721,6896505400.0,PAN1999,8934867926.577671
11722,7629852800.0,PAN2000,10584643741.8217
11723,7768180900.0,PAN2001,10620385108.9541
11724,7489896100.0,PAN2002,10355528749.3574
11725,7441313900.0,PAN2003,9313973830.38287
11726,8672878000.0,PAN2004,11041641262.0412
11727,10561613900.0,PAN2005,12291359163.9873
11728,12004967500.0,PAN2006,13656312625.6834
11729,15217763500.0,PAN2007,16653664062.6746
11730,19644078100.0,PAN2008,19957128894.4656
11731,18931148600.0,PAN2009,19493314078.112
11732,20620642500.0,PAN2010,20620642500.0
11733,27135159200.0,PAN2011,24888501555.306
11734,30399580700.0,PAN2012,27216951867.8821
11735,29713703300.0,PAN2013,26211318447.1811
11736,27635258560.7076,PAN2014,24360406052.5742
11737,25793653662.3958,PAN2015,24588363323.7156
11738,24445382394.5059,PAN2016,23623437355.6171
11739,26320762471.9017,PAN2017,24893116193.6898
11740,,PAN2018,
11741,,PNG1960,
11742,39424005.6411021,PNG1961,
11743,42336006.057774395,PNG1962,
11744,48048006.8750932,PNG1963,
11745,55888007.99690329,PNG1964,
11746,62045021.83895171,PNG1965,
11747,65628849.8152089,PNG1966,
11748,76716317.61675441,PNG1967,
11749,91499608.01881509,PNG1968,
11750,104266995.18423101,PNG1969,
11751,119274274.834808,PNG1970,
11752,153375623.017671,PNG1971,
11753,268023952.095808,PNG1972,
11754,583013918.477489,PNG1973,
11755,687957657.5283481,PNG1974,
11756,542348736.745647,PNG1975,
11757,631558905.146317,PNG1976,
11758,737932777.356583,PNG1977,
11759,816899703.766399,PNG1978,
11760,1043130233.21158,PNG1979,
11761,1099418691.3101802,PNG1980,
11762,955274888.558692,PNG1981,
11763,872444143.534191,PNG1982,
11764,927520631.503409,PNG1983,
11765,1006788226.1295301,PNG1984,
11766,1020593821.85344,PNG1985,
11767,1154004426.60078,PNG1986,
11768,1357087784.99835,PNG1987,
11769,1581247837.61965,PNG1988,
11770,1441546343.73544,PNG1989,
11771,1308008919.1651402,PNG1990,
11772,1600735294.11765,PNG1991,
11773,2094857972.2164602,PNG1992,
11774,2618765433.36059,PNG1993,
11775,2945894925.37314,PNG1994,
11776,2829802499.6258,PNG1995,
11777,3062487177.54173,PNG1996,
11778,2426717802.10585,PNG1997,
11779,2047871461.17613,PNG1998,
11780,2194649625.83694,PNG1999,
11781,2330364836.5162,PNG2000,
11782,2012832113.3272102,PNG2001,
11783,1827176463.0192,PNG2002,
11784,2454905169.26021,PNG2003,
11785,2833996151.10035,PNG2004,
11786,,PNG2005,
11787,,PNG2006,
11788,,PNG2007,
11789,,PNG2008,
11790,,PNG2009,
11791,,PNG2010,
11792,,PNG2011,
11793,,PNG2012,
11794,,PNG2013,
11795,,PNG2014,
11796,,PNG2015,
11797,,PNG2016,
11798,,PNG2017,
11799,,PNG2018,
11800,,PRY1960,
11801,,PRY1961,
11802,,PRY1962,82279971.51617059
11803,,PRY1963,80478758.9616258
11804,,PRY1964,90507383.57559301
11805,66349206.349206395,PRY1965,119910476.756744
11806,61714285.71428571,PRY1966,110400665.270255
11807,60198412.69841271,PRY1967,108050101.368088
11808,63952380.95238101,PRY1968,115105295.364177
11809,75531746.031746,PRY1969,135890630.695743
11810,88698412.6984127,PRY1970,160040645.599476
11811,88888888.88888891,PRY1971,160582831.514912
11812,105873015.873016,PRY1972,192361812.45766002
11813,148968253.968254,PRY1973,272718698.950958
11814,206802695.05514,PRY1974,378150157.588081
11815,199642857.14285702,PRY1975,363596890.090971
11816,249071428.571429,PRY1976,655398571.299385
11817,407007936.507937,PRY1977,806093843.947868
11818,471531746.031746,PRY1978,974515512.09728
11819,548674603.174603,PRY1979,1783580070.42278
11820,615865079.365079,PRY1980,1453040389.4441
11821,627833333.333333,PRY1981,1083725451.24767
11822,657801470.5882349,PRY1982,1169699903.62266
11823,525092104.54261,PRY1983,997134868.7701911
11824,827269915.1093559,PRY1984,1251575774.8691401
11825,888944748.972827,PRY1985,1699267704.35651
11826,1276819837.9609,PRY1986,2328977369.77846
11827,1444433945.94508,PRY1987,2462822046.81137
11828,2059098946.43025,PRY1988,3423595961.52711
11829,2468316706.2008,PRY1989,3759284400.62504
11830,3035291401.58737,PRY1990,4409111646.87574
11831,3550997047.1626897,PRY1991,4707400815.523789
11832,3566831493.0347295,PRY1992,4770015825.5442
11833,4343942839.01852,PRY1993,6074702976.29586
11834,4787159382.54688,PRY1994,6803729999.48217
11835,5598134199.44779,PRY1995,7986184562.73263
11836,5162446921.68941,PRY1996,7296669617.585541
11837,4830120259.01573,PRY1997,6883967922.019871
11838,5059911869.98669,PRY1998,7820708274.9938
11839,3781642164.4272203,PRY1999,6736549091.81806
11840,3837259043.41216,PRY2000,6883321439.09493
11841,3452915687.1403103,PRY2001,6009906670.69971
11842,3416430254.76448,PRY2002,6561926853.2338705
11843,3626068858.76214,PRY2003,7230654537.2991
11844,4397197654.93139,PRY2004,7788076695.37934
11845,5110362042.55377,PRY2005,8606049689.85894
11846,6216897492.09468,PRY2006,8901529676.83967
11847,7745144667.623309,PRY2007,9673918058.26565
11848,9795842928.27075,PRY2008,9656968354.45896
11849,8095869369.50587,PRY2009,8829282587.15341
11850,11002312080.3547,PRY2010,11002312080.3547
11851,13219661068.383999,PRY2011,11222707935.879
11852,12273695529.7133,PRY2012,10480529053.0722
11853,14343221253.7108,PRY2013,11853583634.4375
11854,14021956331.3024,PRY2014,11557066127.0277
11855,12340982098.6146,PRY2015,11840557488.1581
11856,12896050685.6586,PRY2016,12829652322.293999
11857,14080022013.1471,PRY2017,13882304404.8497
11858,,PRY2018,
11859,519800925.40292996,PER1960,5275553666.0846
11860,603360550.958918,PER1961,6225418334.057779
11861,656247003.604478,PER1962,6646024012.0642395
11862,664271400.936567,PER1963,6526391794.0174
11863,806583272.41791,PER1964,6976526943.56706
11864,809681069.966418,PER1965,7178690248.747491
11865,951468504.988806,PER1966,7514871924.77785
11866,956929459.4933779,PER1967,7957435414.957459
11867,1038733473.1576,PER1968,8742616491.63199
11868,1121418742.89922,PER1969,8587776057.5144
11869,1294540906.28421,PER1970,9078798167.66235
11870,1147257883.53227,PER1971,8813032923.77348
11871,1263534016.3798401,PER1972,9632286467.613241
11872,1465079293.6020699,PER1973,7849160685.9657
11873,1956022867.0620198,PER1974,8257651708.98008
11874,1782670947.07407,PER1975,8447700359.168409
11875,1870520130.0248199,PER1976,8737694913.04145
11876,2262472759.91288,PER1977,9868900822.92741
11877,2522009313.492,PER1978,11146239758.6554
11878,4310665885.53829,PER1979,13003189219.161001
11879,4627898926.96435,PER1980,11725093117.496
11880,4018470281.7902,PER1981,11422983908.6308
11881,4101204128.44037,PER1982,12556082733.3593
11882,3770109296.32813,PER1983,11115195955.2382
11883,3839630804.73031,PER1984,11940885409.5425
11884,4326700000.0,PER1985,12430771770.7849
11885,2506550000.0,PER1986,10772578368.7433
11886,2622033333.33333,PER1987,10387180906.8076
11887,2331272000.0,PER1988,9694374074.44768
11888,2549118239.06618,PER1989,11518386816.6935
11889,4145688961.3444796,PER1990,10173281529.6036
11890,4190478467.66937,PER1991,10760842296.7197
11891,4500645313.49968,PER1992,11231042343.6
11892,4336828766.77895,PER1993,11580095840.5594
11893,5732107084.3198,PER1994,13825850009.7172
11894,6717350828.9742,PER1995,14586423193.4391
11895,7357698732.83625,PER1996,15884584192.4347
11896,8418168168.16817,PER1997,17965276187.3254
11897,7605311667.91835,PER1998,19122604322.038002
11898,7727286157.48264,PER1999,20450673375.5453
11899,8676752915.55632,PER2000,22045643421.847
11900,8637724124.169779,PER2001,23544831977.1176
11901,9462717116.297579,PER2002,25386259535.9145
11902,11167509772.3615,PER2003,26993344237.2083
11903,15298201417.7749,PER2004,30965436742.7383
11904,20421330421.3304,PER2005,35350563266.9046
11905,27068649606.0588,PER2006,35768518864.1315
11906,32206455736.6571,PER2007,38151320067.8873
11907,35836836528.9313,PER2008,41120167706.8852
11908,31948077816.878,PER2009,39766355011.5197
11909,41051644189.5862,PER2010,41051644189.5862
11910,52392070004.7202,PER2011,43304970018.1141
11911,52881407340.0061,PER2012,44650075305.204
11912,49908212739.1835,PER2013,44397939048.1813
11913,45392391687.2138,PER2014,42709307272.6056
11914,40404471800.0251,PER2015,44529685921.2202
11915,43000503688.7796,PER2016,49615948103.0535
11916,51290520440.3962,PER2017,53189392742.7501
11917,,PER2018,
11918,798628848.628849,PHL1960,3709025228.31197
11919,913828362.630851,PHL1961,3831732829.50098
11920,745668940.975009,PHL1962,4440655946.9785795
11921,907647995.102541,PHL1963,5288454806.94819
11922,958600561.22449,PHL1964,5605610246.50181
11923,1121227621.48338,PHL1965,6367725593.88999
11924,1302822312.14465,PHL1966,6756043765.13352
11925,1359431149.1704302,PHL1967,5781786364.387879
11926,1283206106.87023,PHL1968,5129877283.32756
11927,1238269626.91691,PHL1969,4905618250.52801
11928,1442862704.60585,PHL1970,5916707215.58899
11929,1515306995.04019,PHL1971,6118655744.156361
11930,1577874992.50914,PHL1972,6882790508.69302
11931,2497224812.39732,PHL1973,7987352791.508109
11932,3448194581.53479,PHL1974,7075987931.97305
11933,3130423984.8783803,PHL1975,7326019445.251821
11934,3304436649.05985,PHL1976,8265849427.30746
11935,4137623601.88037,PHL1977,9622558875.01745
11936,4692769285.07426,PHL1978,10205228462.4256
11937,5929706137.49729,PHL1979,10643456768.767
11938,7649439518.5984,PHL1980,14881490882.8601
11939,8495892249.07275,PHL1981,16291572439.5081
11940,7552224824.35597,PHL1982,14550583794.4474
11941,7087386503.72997,PHL1983,15052377804.3148
11942,7545617323.50422,PHL1984,15736406318.2958
11943,7381027876.15613,PHL1985,13207529915.1656
11944,7863796681.00678,PHL1986,15441465302.5435
11945,8844109939.37096,PHL1987,16495444287.9453
11946,10756730363.551,PHL1988,18892573317.2986
11947,11968744105.591002,PHL1989,20568746103.6858
11948,12192879619.9173,PHL1990,20951198148.2433
11949,13442351502.6239,PHL1991,22263863582.7278
11950,15431886330.2303,PHL1992,23217445300.2883
11951,17049620389.4557,PHL1993,24661858108.5497
11952,21677013460.927,PHL1994,29542665537.33
11953,26948013564.3842,PHL1995,33098498290.2353
11954,33559012347.5627,PHL1996,38197217799.3736
11955,40312853104.9483,PHL1997,44748139560.9224
11956,32322918340.5473,PHL1998,35335895653.8603
11957,37753916618.486,PHL1999,38928510412.1592
11958,41622636594.8588,PHL2000,44270829415.3324
