,t_exp,map,t_exp_cons
10775,,MMR1997,
10776,,MMR1998,
10777,,MMR1999,
10778,47983870.8270788,MMR2000,
10779,30484464.407469604,MMR2001,
10780,19367367.677084602,MMR2002,
10781,21726064.4001405,MMR2003,
10782,19733138.1633936,MMR2004,
10783,21391403.1464477,MMR2005,
10784,22782752.444054898,MMR2006,
10785,27888285.302884,MMR2007,
10786,37137771.7903695,MMR2008,
10787,37907354.20202321,MMR2009,
10788,54060671.88186961,MMR2010,54060671.88186961
10789,59656394.9353566,MMR2011,
10790,6891864384.7412,MMR2012,
10791,11834021534.6316,MMR2013,
10792,13148404737.4215,MMR2014,
10793,12414480082.5317,MMR2015,
10794,9489358285.975191,MMR2016,
10795,13389936560.825,MMR2017,
10796,,MMR2018,
10797,,NAM1960,
10798,,NAM1961,
10799,,NAM1962,
10800,,NAM1963,
10801,,NAM1964,
10802,,NAM1965,
10803,,NAM1966,
10804,,NAM1967,
10805,,NAM1968,
10806,,NAM1969,
10807,,NAM1970,
10808,,NAM1971,
10809,,NAM1972,
10810,,NAM1973,
10811,,NAM1974,
10812,,NAM1975,
10813,,NAM1976,
10814,,NAM1977,
10815,,NAM1978,
10816,,NAM1979,
10817,1704868258.85978,NAM1980,2370919837.19094
10818,1268703623.51869,NAM1981,2139828967.2667398
10819,1109316080.30945,NAM1982,2076505938.9877698
10820,1034886275.91778,NAM1983,1841130026.92997
10821,885207076.526808,NAM1984,1875776396.33497
10822,830106474.626464,NAM1985,2363310167.24807
10823,1022556849.01532,NAM1986,2641712273.64357
10824,1068842681.72888,NAM1987,2399205132.1634803
10825,1154154387.50825,NAM1988,2289917427.3397603
10826,1264259427.30774,NAM1989,2320087359.97126
10827,1215312990.37607,NAM1990,2063921983.97029
10828,1318542968.89146,NAM1991,2658729422.23338
10829,1475212307.1528802,NAM1992,2826797068.53649
10830,1515190898.79732,NAM1993,3129396416.46349
10831,1617131688.63355,NAM1994,3028528112.99285
10832,1777941551.1014302,NAM1995,3317333185.54926
10833,1811286279.16172,NAM1996,3408960509.5887
10834,1771921788.19444,NAM1997,3316821668.03526
10835,1602298916.4842699,NAM1998,3293708400.31251
10836,1602751272.60823,NAM1999,3439844402.24236
10837,1597772846.4797301,NAM2000,3410918927.79204
10838,1460496759.2807698,NAM2001,3319845599.33545
10839,1546281764.96817,NAM2002,3858832346.91131
10840,2139539096.06462,NAM2003,4200343859.85769
10841,2630324999.61299,NAM2004,4426121910.27386
10842,2937171229.53784,NAM2005,4389385530.15996
10843,3627795200.4725704,NAM2006,5062969459.403029
10844,4412593266.52851,NAM2007,5385730603.91095
10845,4612895499.44318,NAM2008,5151181477.327829
10846,4646398527.20771,NAM2009,5243045093.12875
10847,5388068786.537729,NAM2010,5388068786.537729
10848,5649627466.912729,NAM2011,5210555728.43686
10849,5650574116.930571,NAM2012,5262958853.51571
10850,5237831322.30635,NAM2013,5410275532.03586
10851,4950011720.58566,NAM2014,5384564128.28939
10852,4474856069.36865,NAM2015,5365632065.0438
10853,4637161297.99848,NAM2016,5778483355.46092
10854,4859429403.06019,NAM2017,5078951189.70092
10855,,NAM2018,
10856,,NRU1960,
10857,,NRU1961,
10858,,NRU1962,
10859,,NRU1963,
10860,,NRU1964,
10861,,NRU1965,
10862,,NRU1966,
10863,,NRU1967,
10864,,NRU1968,
10865,,NRU1969,
10866,,NRU1970,
10867,,NRU1971,
10868,,NRU1972,
10869,,NRU1973,
10870,,NRU1974,
10871,,NRU1975,
10872,,NRU1976,
10873,,NRU1977,
10874,,NRU1978,
10875,,NRU1979,
10876,,NRU1980,
10877,,NRU1981,
10878,,NRU1982,
10879,,NRU1983,
10880,,NRU1984,
10881,,NRU1985,
10882,,NRU1986,
10883,,NRU1987,
10884,,NRU1988,
10885,,NRU1989,
10886,,NRU1990,
10887,,NRU1991,
10888,,NRU1992,
10889,,NRU1993,
10890,,NRU1994,
10891,,NRU1995,
10892,,NRU1996,
10893,,NRU1997,
10894,,NRU1998,
10895,,NRU1999,
10896,,NRU2000,
10897,,NRU2001,
10898,,NRU2002,
10899,,NRU2003,
10900,,NRU2004,
10901,,NRU2005,
10902,,NRU2006,
10903,,NRU2007,
10904,,NRU2008,
10905,,NRU2009,
10906,,NRU2010,
10907,,NRU2011,
10908,73335257.7319588,NRU2012,
10909,82024410.2564103,NRU2013,
10910,67007344.84024971,NRU2014,
10911,45561036.78929771,NRU2015,
10912,49823760.6464294,NRU2016,
10913,,NRU2017,
10914,,NRU2018,
10915,,NPL1960,
10916,,NPL1961,
10917,,NPL1962,
10918,,NPL1963,
10919,,NPL1964,
10920,57094106.8381677,NPL1965,
10921,51187819.9238745,NPL1966,
10922,57881611.7600735,NPL1967,
10923,52859926.5774543,NPL1968,
10924,55308641.975308605,NPL1969,
10925,42469135.802469105,NPL1970,
10926,47703703.7037037,NPL1971,
10927,57975308.64197529,NPL1972,
10928,64260709.30561379,NPL1973,
10929,66375047.5465957,NPL1974,
10930,140262466.717383,NPL1975,
10931,156521448.61686498,NPL1976,
10932,162959992.0,NPL1977,
10933,169586602.170643,NPL1978,
10934,218166658.33333302,NPL1979,
10935,224583341.66666698,NPL1980,
10936,293583341.666667,NPL1981,
10937,277668266.815086,NPL1982,
10938,250371505.200971,NPL1983,
10939,274961829.059717,NPL1984,
10940,302055495.88055,NPL1985,
10941,332467040.80954,NPL1986,
10942,349348712.938224,NPL1987,
10943,399163908.41079104,NPL1988,
10944,390158315.20086604,NPL1989,
10945,381884707.665109,NPL1990,
10946,450607063.66803896,NPL1991,
10947,542824053.452116,NPL1992,
10948,674654166.666667,NPL1993,
10949,772440816.3265309,NPL1994,
10950,1099094803.21285,NPL1995,
10951,1031715000.9082699,NPL1996,
10952,1294985095.56374,NPL1997,
10953,1108297013.72074,NPL1998,
10954,1150110375.27594,NPL1999,
10955,1279281887.93977,NPL2000,
10956,1355238095.2381,NPL2001,2101221422.2452
10957,1073251679.17819,NPL2002,1613974356.42401
10958,993875698.0186689,NPL2003,1537375971.4884
10959,1213488962.7012599,NPL2004,1726105646.8898098
10960,1185691368.22533,NPL2005,1673727746.48517
10961,1216071411.28826,NPL2006,1652074379.4049199
10962,1327426848.73204,NPL2007,1636464493.54522
10963,1602782686.80316,NPL2008,1648361757.90315
10964,1596506175.3286,NPL2009,1712193534.40509
10965,1533460341.3115802,NPL2010,1533460341.3115802
10966,1684070415.65604,NPL2011,1501038186.4921901
10967,1899081334.53962,NPL2012,1529811003.1308699
10968,2059909636.43103,NPL2013,1687775918.11015
10969,2301359095.1855397,NPL2014,2004473277.71865
10970,2488355029.13379,NPL2015,2140539573.2163801
10971,2005967749.5183399,NPL2016,1848247664.73907
10972,2263315205.83735,NPL2017,2101468887.4532897
10973,,NPL2018,
10974,6002580390.69374,NLD1960,36635479731.8751
10975,6289121521.096829,NLD1961,37494985610.6276
10976,6729239598.63781,NLD1962,39835163085.4495
10977,7315166177.64235,NLD1963,42217049313.7855
10978,8341973000.1328,NLD1964,46990505985.8324
10979,8990516463.870121,NLD1965,50652778741.5392
10980,9524528796.236591,NLD1966,53298872057.9461
10981,10152342093.4039,NLD1967,56827217538.1782
10982,11387867501.4142,NLD1968,64091445107.8135
10983,13375537336.4185,NLD1969,73669385128.4941
10984,16365834662.446001,NLD1970,82408133364.8035
10985,19233414285.7143,NLD1971,91182940457.4668
10986,23579612537.7644,NLD1972,100196826560.62401
10987,32429213069.5255,NLD1973,111866306075.426
10988,43689383965.8988,NLD1974,115062097125.536
10989,47320588096.8979,NLD1975,111649924389.051
10990,52688337806.300995,NLD1976,121918218984.715
10991,58005185058.812996,NLD1977,120261310218.285
10992,67955377062.5382,NLD1978,125328878566.25801
10993,85473051631.3303,NLD1979,135100857149.196
10994,97803050543.1168,NLD1980,138551778836.882
10995,89555170361.2117,NLD1981,142519310163.46802
10996,86486566394.322,NLD1982,141026405804.556
10997,83263454868.3499,NLD1983,144238826990.35098
10998,83535520741.7582,NLD1984,155403294056.56302
10999,85650311438.4289,NLD1985,162329283543.96802
11000,101393927684.835,NLD1986,165652265299.409
11001,120445983899.04301,NLD1987,171923138162.703
11002,134687618352.10199,NLD1988,187226038433.14398
11003,141309937233.711,NLD1989,203349309197.245
11004,172173381459.518,NLD1990,214855986617.05103
11005,179393010961.81,NLD1991,229053825397.045
11006,192566144110.276,NLD1992,235795799350.496
11007,184887555647.841,NLD1993,245153398631.678
11008,206267057997.33603,NLD1994,266407204855.67603
11009,257249519626.68103,NLD1995,290940169881.37897
11010,256929411764.70602,NLD1996,303095791445.118
11011,250128755364.807,NLD1997,332566329247.349
11012,258337036214.175,NLD1998,354903703009.735
11013,266247602812.7,NLD1999,386368967345.83795
11014,274487746452.92102,NLD2000,435553319485.576
11015,272254138702.46103,NLD2001,441835261093.82104
11016,282715038584.604,NLD2002,444234361432.451
11017,341455981941.30896,NLD2003,451355999536.02203
11018,413321331015.644,NLD2004,491545825082.209
11019,452015918418.10706,NLD2005,519133251029.63794
11020,503414878936.14294,NLD2006,555558818444.557
11021,589890500958.1171,NLD2007,586895463683.553
11022,670738245202.871,NLD2008,597659040578.653
11023,541822728535.704,NLD2009,544453364421.055
11024,590926406201.583,NLD2010,590926406201.583
11025,682612655619.523,NLD2011,621413332760.506
11026,667010494571.217,NLD2012,641663894610.771
11027,700490696675.84,NLD2013,657566746842.755
11028,717934102510.784,NLD2014,687462432974.438
11029,632559564385.401,NLD2015,738292035369.445
11030,623180430253.077,NLD2016,750608703768.448
11031,688993437962.781,NLD2017,790749389326.475
11032,,NLD2018,
11033,,NCL1960,
11034,,NCL1961,
11035,,NCL1962,
11036,,NCL1963,
11037,,NCL1964,
11038,,NCL1965,
11039,,NCL1966,
11040,,NCL1967,
11041,,NCL1968,
11042,,NCL1969,
11043,,NCL1970,
11044,,NCL1971,
11045,,NCL1972,
11046,,NCL1973,
11047,,NCL1974,
11048,,NCL1975,
11049,,NCL1976,
11050,,NCL1977,
11051,,NCL1978,
11052,,NCL1979,
11053,,NCL1980,
11054,,NCL1981,
11055,,NCL1982,
11056,,NCL1983,
11057,,NCL1984,
11058,,NCL1985,
11059,,NCL1986,
11060,,NCL1987,
11061,,NCL1988,
11062,,NCL1989,
11063,467609336.522358,NCL1990,
11064,448725806.67053396,NCL1991,
11065,400862303.641382,NCL1992,
11066,402533466.885755,NCL1993,
11067,413150781.434488,NCL1994,
11068,564723523.760659,NCL1995,
11069,553535409.93918,NCL1996,
11070,542832906.1227111,NCL1997,
11071,378750570.219114,NCL1998,
11072,399928527.954538,NCL1999,
11073,,NCL2000,
11074,,NCL2001,
11075,,NCL2002,
11076,,NCL2003,
11077,,NCL2004,
11078,,NCL2005,
11079,,NCL2006,
11080,,NCL2007,
11081,,NCL2008,
11082,,NCL2009,
11083,,NCL2010,
11084,,NCL2011,
11085,,NCL2012,
11086,,NCL2013,
11087,,NCL2014,
11088,,NCL2015,
11089,,NCL2016,
11090,,NCL2017,
11091,,NCL2018,
11092,,NZL1960,5351376562.7499895
11093,,NZL1961,5708844829.54085
11094,,NZL1962,5901269585.272779
11095,,NZL1963,6238963064.56999
11096,,NZL1964,6181159593.290339
11097,,NZL1965,6320343951.58118
11098,,NZL1966,6845363999.20961
11099,,NZL1967,6781561812.84425
11100,,NZL1968,7693975662.82255
11101,,NZL1969,8708474932.11125
11102,1434702878.26184,NZL1970,8829640808.2769
11103,1779572994.8066897,NZL1971,9473978395.50387
11104,2339572192.51337,NZL1972,9669679850.95392
11105,3073605120.3562,NZL1973,9481363357.44641
11106,2875068946.49752,NZL1974,9223812998.84387
11107,2971538287.77953,NZL1975,10400790722.9921
11108,3630163678.8776298,NZL1976,11553767302.8134
11109,4038708403.2783704,NZL1977,11548228599.3702
11110,4937290969.899671,NZL1978,11826087657.3557
11111,5935089652.4091,NZL1979,12346727222.1135
11112,6695618606.44663,NZL1980,12738129988.9041
11113,6818749479.643661,NZL1981,13031682136.0519
11114,6702112163.14639,NZL1982,13234768481.3897
11115,6905888538.38065,NZL1983,14040652066.0756
11116,6892046043.76231,NZL1984,15357020901.8552
11117,7232225063.938621,NZL1985,15611801908.7361
11118,8152196873.679759,NZL1986,16329066022.1662
11119,10547199009.5946,NZL1987,17522415951.3629
11120,11833172302.7375,NZL1988,17894838780.1562
11121,11573060306.5633,NZL1989,17540959886.153
11122,12175342138.2896,NZL1990,19174366101.4978
11123,12465113661.9401,NZL1991,20945306145.5999
11124,12991280306.2527,NZL1992,21905724297.5534
11125,14314473756.9825,NZL1993,23471136349.5352
11126,17024848891.8737,NZL1994,25465375533.5047
11127,18787858660.9989,NZL1995,26427338971.3255
11128,19884140419.037,NZL1996,27537653455.1385
11129,18712727731.1984,NZL1997,28477209815.5558
11130,16652981735.8808,NZL1998,29449990542.6662
11131,18187243759.4063,NZL1999,31895463936.0269
11132,18810433407.9831,NZL2000,33827890244.2119
11133,19087560689.7706,NZL2001,34939750013.8922
11134,21885258021.5881,NZL2002,37571434893.7042
11135,26333821912.7886,NZL2003,38578985345.4297
11136,30697142857.1429,NZL2004,39802881078.5652
11137,32448778427.0929,NZL2005,39626714238.4699
11138,33025095648.7906,NZL2006,41001278946.3986
11139,40159476739.9133,NZL2007,42609960083.4843
11140,42706825050.9594,NZL2008,41465648517.9897
11141,34875382597.289,NZL2009,43139233174.6492
11142,44356174905.2179,NZL2010,44356174905.2179
11143,51152198481.9997,NZL2011,45373770003.2994
11144,50852168174.6844,NZL2012,46753743355.8729
11145,54946335788.7155,NZL2013,46763787930.1742
11146,56027984403.9489,NZL2014,48771162332.2343
11147,48978538677.4525,NZL2015,51493248596.9222
11148,48869320060.5628,NZL2016,51844809490.0698
11149,54952779636.3293,NZL2017,53351499310.0563
11150,,NZL2018,
11151,52948278.33333329,NIC1960,280911051.508707
11152,56287344.71428571,NIC1961,295446617.494167
11153,70120699.3333333,NIC1962,357335161.329169
11154,84431029.5238095,NIC1963,449463676.461759
11155,98741388.047619,NIC1964,533620107.981704
11156,166000000.071429,NIC1965,590114008.770556
11157,164499996.0,NIC1966,581152907.2661179
11158,173899999.714286,NIC1967,641468013.545993
11159,185699995.071429,NIC1968,638920543.218644
11160,182400005.214286,NIC1969,649110424.528039
11161,207599997.5,NIC1970,686947851.448954
11162,217385717.785714,NIC1971,712587391.037742
11163,310842863.14285696,NIC1972,934277249.995377
11164,308499996.14285696,NIC1973,925885583.0346961
11165,442200005.071429,NIC1974,938967592.42161
11166,446000014.071429,NIC1975,1008258785.3255
11167,609699998.571429,NIC1976,1048448876.0193199
11168,718799999.7857139,NIC1977,1018913205.34165
11169,737099988.1428571,NIC1978,1110906854.39808
11170,642073656.368421,NIC1979,1271277604.0644698
11171,530452602.789474,NIC1980,755145130.624037
11172,547049999.25,NIC1981,867473586.940549
11173,393904343.913044,NIC1982,797657914.8516201
11174,532216678.083333,NIC1983,854106860.281752
11175,510641377.551724,NIC1984,676323401.6719531
11176,396297671.069767,NIC1985,597157014.969697
11177,368687427.596026,NIC1986,491886549.97190195
11178,453314154.488571,NIC1987,481067293.64045703
11179,473059699.582449,NIC1988,464589656.158381
11180,329660032.29714704,NIC1989,583091999.845104
11181,251842580.64516097,NIC1990,676145136.917492
11182,324886597.93814397,NIC1991,568240443.672025
11183,309280000.0,NIC1992,604404822.286105
11184,358807189.542484,NIC1993,643948804.3010219
11185,507617767.857143,NIC1994,738412510.03985
11186,666412217.795485,NIC1995,901398706.914173
11187,725843473.621814,NIC1996,1047673974.56607
11188,852511351.488659,NIC1997,1198149308.9772902
11189,896202984.284783,NIC1998,1268624717.94485
11190,899778094.834886,NIC1999,1424015758.99089
11191,1026990189.1253,NIC2000,1602225798.88855
11192,1013628825.18336,NIC2001,1719986762.6881402
11193,984614526.3157891,NIC2002,1659587292.00725
11194,1102014234.63983,NIC2003,1811882059.36704
11195,1336449667.29441,NIC2004,2121812890.91864
11196,1541276323.25961,NIC2005,2284544556.79699
11197,2114772100.17075,NIC2006,2569982458.43358
11198,2454433818.46763,NIC2007,2817225336.15132
11199,2928943381.90885,NIC2008,3045915463.03585
11200,2820020610.14283,NIC2009,3047205833.6569
11201,3544361783.82124,NIC2010,3544361783.82124
11202,4400102009.87322,NIC2011,3837042103.67361
11203,4999454106.09555,NIC2012,4312696202.14945
11204,4965870674.03368,NIC2013,4477249895.873771
11205,5347156489.68176,NIC2014,4765964992.902
11206,5113903653.40025,NIC2015,4633691351.5869
11207,5155593631.63706,NIC2016,4841344350.97237
11208,5695185101.12943,NIC2017,5333336817.42258
11209,,NIC2018,
11210,31918254.3018471,NER1960,
11211,39451761.2118726,NER1961,
11212,49364155.6662704,NER1962,
11213,54590784.535239294,NER1963,
11214,54007613.440467,NER1964,
11215,63869431.639237404,NER1965,
11216,87454937.837433,NER1966,
11217,56105891.0760083,NER1967,
11218,51153495.631647,NER1968,
11219,58566567.01053929,NER1969,
11220,70011517.236963,NER1970,
11221,85780070.9262356,NER1971,
11222,105576530.90375799,NER1972,
11223,146829456.07055,NER1973,
11224,125912784.42008,NER1974,
11225,201836608.528931,NER1975,
11226,237000509.31050602,NER1976,
11227,253675819.77672598,NER1977,
11228,399775992.11897403,NER1978,
11229,602012196.222669,NER1979,
11230,616701167.5523809,NER1980,
11231,524397105.23071504,NER1981,
11232,423104763.968311,NER1982,
11233,375494087.638362,NER1983,
11234,334702527.73329705,NER1984,
11235,297998010.074277,NER1985,
11236,380827489.511441,NER1986,
11237,464530456.523432,NER1987,
11238,417302521.888667,NER1988,
11239,361801928.037609,NER1989,
11240,367414810.87529504,NER1990,
11241,327132330.33293396,NER1991,
11242,392904450.383427,NER1992,
11243,251303226.960321,NER1993,
11244,258428745.2898,NER1994,
11245,332540382.779951,NER1995,
11246,368558528.901438,NER1996,
11247,310506255.767392,NER1997,
11248,369279320.78519,NER1998,
11249,320893761.254483,NER1999,
11250,320100542.672558,NER2000,
11251,329206446.86466,NER2001,
11252,345279216.491757,NER2002,
11253,415117034.52321,NER2003,
11254,530113681.105343,NER2004,
11255,565091993.2409179,NER2005,
11256,598517738.239833,NER2006,690054048.478778
11257,747917443.89555,NER2007,780571013.3149099
11258,958023498.1586859,NER2008,887596321.611241
11259,1096776844.22441,NER2009,1060247090.8940699
11260,1269427007.51297,NER2010,1269427007.51297
11261,1339668181.29126,NER2011,1257937094.62782
11262,1517797977.81548,NER2012,1496136152.1949902
11263,1735679297.2229,NER2013,1629811181.2847302
11264,1729870655.21879,NER2014,1621627139.60639
11265,1318932806.5813801,NER2015,1475286293.00444
11266,1292849024.05971,NER2016,1369464878.8618698
11267,1349803748.72765,NER2017,1466620901.0185199
11268,,NER2018,
11269,387783144.33711296,NGA1960,
11270,410318073.638527,NGA1961,
11271,405957160.85678303,NGA1962,
11272,453486910.26179504,NGA1963,
11273,510977880.44239104,NGA1964,
11274,639927201.455971,NGA1965,
11275,663026739.465211,NGA1966,
11276,576368472.6305469,NGA1967,
11277,516309673.80652404,NGA1968,
11278,755704885.902282,NGA1969,
11279,1054738905.2219,NGA1970,
11280,994778761.0619471,NGA1971,
11281,1346273637.37486,NGA1972,
11282,2413613861.38614,NGA1973,
11283,6256020278.83397,NGA1974,
11284,5094309927.36077,NGA1975,
11285,6613959390.86295,NGA1976,
11286,8962875536.48068,NGA1977,
11287,7142147922.998991,NGA1978,
11288,11728083700.4405,NGA1979,
11289,18859387228.6079,NGA1980,
11290,14128557783.5458,NGA1981,32505140838.534
11291,9556562612.72624,NGA1982,29106752044.0194
11292,5372793302.44897,NGA1983,26873936694.5736
11293,4666830479.351171,NGA1984,29635034117.8158
11294,5233610302.18123,NGA1985,32143634215.284
11295,2876808721.57447,NGA1986,29279553623.9575
11296,6767637248.13675,NGA1987,30864248688.7162
11297,5545310670.56055,NGA1988,31793471021.9603
11298,11111113802.8063,NGA1989,41277180805.1724
11299,11333885339.3965,NGA1990,39442376665.1566
11300,11909681271.5554,NGA1991,42622582771.4315
11301,11458714118.0524,NGA1992,31319698662.1529
11302,5568907168.28029,NGA1993,37160259863.3772
11303,4584122396.39968,NGA1994,38000609230.552
11304,10643648146.3795,NGA1995,34741575887.2907
11305,11760052945.6265,NGA1996,30962370618.0797
11306,15602035798.5409,NGA1997,45794580505.9831
11307,9907407841.19695,NGA1998,46750136177.8711
11308,12666750049.2507,NGA1999,41723239814.6592
11309,25017710170.6552,NGA2000,47252825814.1923
11310,20914287341.6808,NGA2001,36091922157.2301
11311,22167396759.0148,NGA2002,40288468790.9767
11312,28065394965.07,NGA2003,52923420416.7257
11313,27623348089.4212,NGA2004,52418150717.5434
11314,37047965134.0223,NGA2005,58904655934.2848
11315,69688762821.608,NGA2006,100359178567.86
11316,58532798127.8542,NGA2007,83347084881.1235
11317,86517259524.5002,NGA2008,119550928781.985
11318,54378278592.2948,NGA2009,83664420579.4874
11319,93240368002.2356,NGA2010,93240368002.2356
11320,129735238566.188,NGA2011,117289591099.364
11321,144917468548.178,NGA2012,113080100612.884
11322,92950933805.8771,NGA2013,88500424922.8473
11323,104803495775.67401,NGA2014,109815779358.19199
11324,52706221173.6175,NGA2015,109967624118.119
11325,37301037342.7958,NGA2016,122587598065.843
11326,49491550098.5807,NGA2017,133301394162.264
11327,,NGA2018,
11328,,MKD1960,
11329,,MKD1961,
11330,,MKD1962,
11331,,MKD1963,
11332,,MKD1964,
11333,,MKD1965,
11334,,MKD1966,
11335,,MKD1967,
11336,,MKD1968,
11337,,MKD1969,
11338,,MKD1970,
11339,,MKD1971,
11340,,MKD1972,
11341,,MKD1973,
11342,,MKD1974,
11343,,MKD1975,
11344,,MKD1976,
11345,,MKD1977,
11346,,MKD1978,
11347,,MKD1979,
11348,,MKD1980,
11349,,MKD1981,
11350,,MKD1982,
11351,,MKD1983,
11352,,MKD1984,
11353,,MKD1985,
11354,,MKD1986,
11355,,MKD1987,
11356,,MKD1988,
11357,,MKD1989,
11358,1154602473.49823,MKD1990,1763569333.4625602
11359,1075454081.63265,MKD1991,1320923860.24579
11360,1258971518.36574,MKD1992,1604873432.49674
11361,1192218793.10345,MKD1993,1649070210.1151
11362,1291454965.35797,MKD1994,1705317979.3182302
11363,1468792650.9186401,MKD1995,1648863960.34672
11364,1246175438.5964901,MKD1996,1436306916.9388402
11365,1393726851.4056199,MKD1997,1857148644.44937
11366,1471501831.50183,MKD1998,2014135604.9225302
11367,1549090801.40598,MKD1999,2152176877.56816
11368,1243035324.10779,MKD2000,2552481834.53791
11369,1083159041.17019,MKD2001,2190194437.5306697
11370,1056879741.66198,MKD2002,2083731137.6821601
11371,1367964905.7569401,MKD2003,2090701308.2233
11372,1744831564.14123,MKD2004,2450082224.85046
11373,2178468743.2153,MKD2005,2889337528.21937
11374,2592957636.8084803,MKD2006,3239918268.14014
11375,3677794222.1963897,MKD2007,3686735802.86836
11376,4283349694.39449,MKD2008,3514634487.7694697
11377,3084289102.64259,MKD2009,3026426519.48032
11378,3743089228.01568,MKD2010,3743089228.01568
11379,4945535690.06213,MKD2011,4347125821.82252
11380,4421855782.90384,MKD2012,4431978901.80795
11381,4694505693.46464,MKD2013,4702066282.31343
11382,5415583660.478371,MKD2014,5476939334.016721
11383,4905243521.89797,MKD2015,5941141927.31474
11384,5407084298.5231,MKD2016,6480670803.79678
11385,6248858969.55118,MKD2017,7007281989.70065
11386,,MKD2018,
11387,,MNP1960,
11388,,MNP1961,
11389,,MNP1962,
11390,,MNP1963,
11391,,MNP1964,
11392,,MNP1965,
11393,,MNP1966,
11394,,MNP1967,
11395,,MNP1968,
11396,,MNP1969,
11397,,MNP1970,
11398,,MNP1971,
11399,,MNP1972,
11400,,MNP1973,
11401,,MNP1974,
11402,,MNP1975,
11403,,MNP1976,
11404,,MNP1977,
11405,,MNP1978,
11406,,MNP1979,
11407,,MNP1980,
11408,,MNP1981,
11409,,MNP1982,
11410,,MNP1983,
11411,,MNP1984,
11412,,MNP1985,
11413,,MNP1986,
11414,,MNP1987,
11415,,MNP1988,
11416,,MNP1989,
11417,,MNP1990,
11418,,MNP1991,
11419,,MNP1992,
11420,,MNP1993,
11421,,MNP1994,
11422,,MNP1995,
11423,,MNP1996,
11424,,MNP1997,
11425,,MNP1998,
11426,,MNP1999,
11427,,MNP2000,
11428,,MNP2001,
11429,1169000000.0,MNP2002,1510640625.0
11430,1118000000.0,MNP2003,1448875000.0
11431,1218000000.0,MNP2004,1567171875.0
11432,1017000000.0,MNP2005,1301265625.0
11433,829000000.0,MNP2006,1048968750.0
11434,627000000.0,MNP2007,782015625.0
11435,488000000.0,MNP2008,498312500.0
11436,312000000.0,MNP2009,326625000.0
11437,335000000.0,MNP2010,335000000.0
11438,317000000.0,MNP2011,297312500.0
11439,380000000.0,MNP2012,348609375.0
11440,414000000.0,MNP2013,373734375.0
11441,451000000.0,MNP2014,390484375.0
11442,504000000.0,MNP2015,434453125.0
11443,903000000.0,MNP2016,754796875.0
11444,1170000000.0,MNP2017,963125000.0
11445,,MNP2018,
11446,1872051410.90351,NOR1960,18736677847.2384
11447,1968595448.4926398,NOR1961,20073690120.8102
11448,2048957258.75685,NOR1962,21338937183.0416
11449,2243828466.96984,NOR1963,23079934863.4081
11450,2578852639.18108,NOR1964,24953184502.3385
11451,2878470124.40364,NOR1965,26342498625.8152
11452,3114302393.1503897,NOR1966,27828101004.8469
11453,3500743458.0473,NOR1967,30172925737.9293
11454,3846668709.0263705,NOR1968,32486274813.439
11455,4109465549.62966,NOR1969,34214848777.0195
11456,4674151955.08827,NOR1970,34252711352.5438
11457,5070933544.97654,NOR1971,34786372513.4427
11458,6067059287.81761,NOR1972,39509426289.8111
11459,8429532762.14923,NOR1973,42568677021.9219
11460,10819538964.2038,NOR1974,42911846546.2567
11461,11869559394.6699,NOR1975,44521368625.3964
11462,12928617245.487,NOR1976,49958003601.2684
11463,14231238846.6235,NOR1977,51224966016.8206
11464,16740362054.8233,NOR1978,56341404296.1533
11465,20856025749.8865,NOR1979,57681147944.2989
11466,27550615484.288998,NOR1980,60355146129.8773
11467,27207770711.7345,NOR1981,61405797898.8005
11468,25657576696.6223,NOR1982,61487320998.2076
11469,25431719752.2066,NOR1983,65829391517.9925
11470,26225816332.782,NOR1984,70998687671.3084
11471,27462313311.3107,NOR1985,76127323910.1061
11472,26430822075.2701,NOR1986,77848254101.75099
11473,29929499072.3562,NOR1987,78729354093.4785
11474,33078717201.1662,NOR1988,83654487538.9493
11475,38304004634.6586,NOR1989,92755595836.2056
11476,47221272584.9482,NOR1990,100690984855.922
11477,47777692082.2471,NOR1991,106778584789.74199
11478,48588784294.7944,NOR1992,111916369518.82
11479,44804978785.1877,NOR1993,115437719983.455
11480,47467411017.9098,NOR1994,125169666593.134
11481,56528602096.2243,NOR1995,131429461216.048
11482,65313808180.0986,NOR1996,144606520981.663
11483,65441796024.5426,NOR1997,155827026460.775
11484,56898781990.961,NOR1998,156873612243.21
11485,62649374294.7995,NOR1999,161337459153.454
11486,78315344588.6069,NOR2000,166459183223.49402
11487,78221915766.7627,NOR2001,173688919696.677
11488,78939226934.5425,NOR2002,173215841792.362
11489,90697014208.6382,NOR2003,173019454471.25302
11490,108690214811.298,NOR2004,174799341524.886
11491,134063639891.34698,NOR2005,175590786427.685
11492,154283286295.667,NOR2006,174175618684.682
11493,173599638330.177,NOR2007,176545480849.304
11494,212250000000.0,NOR2008,176779071959.189
11495,151524418364.264,NOR2009,169530225324.693
11496,170473128360.678,NOR2010,170473128360.678
11497,205661331278.117,NOR2011,169084796145.043
11498,207022088525.999,NOR2012,171743953475.803
11499,204892255319.149,NOR2013,168892474826.96802
11500,193657815392.75302,NOR2014,174099787966.359
11501,145839991732.975,NOR2015,182319999575.34802
11502,130785833333.33301,NOR2016,184257037110.161
11503,144703606689.50198,NOR2017,183838240170.964
11504,,NOR2018,
11505,,OMN1960,
11506,,OMN1961,
11507,,OMN1962,
