,gdp,map
1005,379567178.256898,BFA1962
1006,394040749.12567,BFA1963
1007,410321785.631059,BFA1964
1008,422916848.424208,BFA1965
1009,433889831.584706,BFA1966
1010,450753993.17644805,BFA1967
1011,460442864.205949,BFA1968
1012,478298781.545658,BFA1969
1013,458404330.125096,BFA1970
1014,482411278.982439,BFA1971
1015,578595583.975723,BFA1972
1016,674773821.1514161,BFA1973
1017,751133642.647461,BFA1974
1018,939972703.463021,BFA1975
1019,976547572.215824,BFA1976
1020,1131225278.77773,BFA1977
1021,1475584037.28156,BFA1978
1022,1748480982.18517,BFA1979
1023,1928720390.2886899,BFA1980
1024,1775842679.94056,BFA1981
1025,1754450379.2077,BFA1982
1026,1600278756.43589,BFA1983
1027,1459880352.6483,BFA1984
1028,1552493413.98989,BFA1985
1029,2036303381.2014198,BFA1986
1030,2369835438.62393,BFA1987
1031,2616040645.87263,BFA1988
1032,2615588545.68629,BFA1989
1033,3101301780.95067,BFA1990
1034,3135045684.1006,BFA1991
1035,2240264711.54816,BFA1992
1036,2332018010.55341,BFA1993
1037,1895290964.8082898,BFA1994
1038,2379518099.2266,BFA1995
1039,2586550747.0984397,BFA1996
1040,2447669403.89018,BFA1997
1041,2804902723.73145,BFA1998
1042,2993753187.09677,BFA1999
1043,2628920056.1009803,BFA2000
1044,2812845513.57125,BFA2001
1045,3205592289.79773,BFA2002
1046,4205691222.1139603,BFA2003
1047,4838551099.70985,BFA2004
1048,5462709498.45119,BFA2005
1049,5816310157.71765,BFA2006
1050,6771277870.96412,BFA2007
1051,8369637065.40255,BFA2008
1052,8369175126.2531595,BFA2009
1053,8979966766.07232,BFA2010
1054,10724063457.8326,BFA2011
1055,11166063466.5623,BFA2012
1056,11947176341.9966,BFA2013
1057,12377391462.6377,BFA2014
1058,10419303761.3524,BFA2015
1059,10886363726.8422,BFA2016
1060,12322864244.9183,BFA2017
1061,,BFA2018
1062,4274893913.4953604,BGD1960
1063,4817580183.60155,BGD1961
1064,5081413339.78635,BGD1962
1065,5319458351.16235,BGD1963
1066,5386054619.349871,BGD1964
1067,5906636557.00092,BGD1965
1068,6439687598.32325,BGD1966
1069,7253575399.3215,BGD1967
1070,7483685473.51275,BGD1968
1071,8471006100.953991,BGD1969
1072,8992721809.39332,BGD1970
1073,8751842839.79658,BGD1971
1074,6288245866.66667,BGD1972
1075,8086725729.3407,BGD1973
1076,12512460519.7088,BGD1974
1077,19448348073.4565,BGD1975
1078,10117113333.3333,BGD1976
1079,9651149301.8746,BGD1977
1080,13281767142.8571,BGD1978
1081,15565480321.9448,BGD1979
1082,18138049095.6072,BGD1980
1083,20249694002.448,BGD1981
1084,18525399201.5968,BGD1982
1085,17609048821.5488,BGD1983
1086,18920840000.0,BGD1984
1087,22278423076.9231,BGD1985
1088,21774033333.3333,BGD1986
1089,24298032258.0645,BGD1987
1090,26579005760.3486,BGD1988
1091,28781714763.8012,BGD1989
1092,31598341233.559,BGD1990
1093,30957483949.5798,BGD1991
1094,31708874594.1645,BGD1992
1095,33166519417.9894,BGD1993
1096,33768660882.793,BGD1994
1097,37939748768.6567,BGD1995
1098,46438484107.5795,BGD1996
1099,48244309133.4895,BGD1997
1100,49984559471.3656,BGD1998
1101,51270569883.5275,BGD1999
1102,53369787318.6245,BGD2000
1103,53991289844.3291,BGD2001
1104,54724081490.5102,BGD2002
1105,60158929188.2556,BGD2003
1106,65108544250.0425,BGD2004
1107,69442943089.4309,BGD2005
1108,71819083683.7403,BGD2006
1109,79611888213.148,BGD2007
1110,91631278239.3237,BGD2008
1111,102477791472.39,BGD2009
1112,115279077465.226,BGD2010
1113,128637938711.386,BGD2011
1114,133355749482.47801,BGD2012
1115,149990451022.29,BGD2013
1116,172885454931.453,BGD2014
1117,195078678697.23,BGD2015
1118,221415188000.475,BGD2016
1119,249723862487.36102,BGD2017
1120,,BGD2018
1121,,BGR1960
1122,,BGR1961
1123,,BGR1962
1124,,BGR1963
1125,,BGR1964
1126,,BGR1965
1127,,BGR1966
1128,,BGR1967
1129,,BGR1968
1130,,BGR1969
1131,,BGR1970
1132,,BGR1971
1133,,BGR1972
1134,,BGR1973
1135,,BGR1974
1136,,BGR1975
1137,,BGR1976
1138,,BGR1977
1139,,BGR1978
1140,,BGR1979
1141,19839230769.2308,BGR1980
1142,19870000000.0,BGR1981
1143,19342000000.0,BGR1982
1144,16563666666.6667,BGR1983
1145,17594944444.4444,BGR1984
1146,17155421052.6316,BGR1985
1147,20249294117.6471,BGR1986
1148,28101000000.0,BGR1987
1149,22555941176.4706,BGR1988
1150,21988444444.4444,BGR1989
1151,20632090909.0909,BGR1990
1152,10943548387.0968,BGR1991
1153,10350515463.9175,BGR1992
1154,10829710144.9275,BGR1993
1155,9697416974.16974,BGR1994
1156,13063422619.0476,BGR1995
1157,10109612141.6526,BGR1996
1158,11195612105.357,BGR1997
1159,14942172233.5833,BGR1998
1160,13531969309.4629,BGR1999
1161,13153016530.8718,BGR2000
1162,14075616789.4905,BGR2001
1163,16276456427.5397,BGR2002
1164,20982685981.4163,BGR2003
1165,25957970922.4811,BGR2004
1166,29636617749.8253,BGR2005
1167,34130122490.8613,BGR2006
1168,44411476557.0329,BGR2007
1169,54409138498.3548,BGR2008
1170,51884481410.3931,BGR2009
1171,50610058210.3696,BGR2010
1172,57418414504.0882,BGR2011
1173,53903022339.0276,BGR2012
1174,55555171009.772,BGR2013
1175,56814543481.2102,BGR2014
1176,50201314894.5817,BGR2015
1177,53240950226.2443,BGR2016
1178,58220973782.7715,BGR2017
1179,,BGR2018
1180,,BHR1960
1181,,BHR1961
1182,,BHR1962
1183,,BHR1963
1184,,BHR1964
1185,,BHR1965
1186,,BHR1966
1187,,BHR1967
1188,,BHR1968
1189,,BHR1969
1190,,BHR1970
1191,,BHR1971
1192,,BHR1972
1193,,BHR1973
1194,,BHR1974
1195,,BHR1975
1196,,BHR1976
1197,,BHR1977
1198,,BHR1978
1199,,BHR1979
1200,3072698328.46909,BHR1980
1201,3467819148.93617,BHR1981
1202,3645744680.8510604,BHR1982
1203,3735106382.97872,BHR1983
1204,3905585106.38298,BHR1984
1205,3651861702.1276603,BHR1985
1206,3052393617.0212803,BHR1986
1207,3392021010.6383,BHR1987
1208,3702393617.02128,BHR1988
1209,3863563829.7872295,BHR1989
1210,4229787234.04255,BHR1990
1211,4616223404.255321,BHR1991
1212,4751063829.78723,BHR1992
1213,5200265957.44681,BHR1993
1214,5567553457.44681,BHR1994
1215,5849467819.14894,BHR1995
1216,6101861436.17021,BHR1996
1217,6349202393.617021,BHR1997
1218,6183776595.744679,BHR1998
1219,6621010372.340429,BHR1999
1220,9062906914.89362,BHR2000
1221,8976207712.765959,BHR2001
1222,9632155053.19149,BHR2002
1223,11074822074.4681,BHR2003
1224,13150166755.3191,BHR2004
1225,15968726861.7021,BHR2005
1226,18505053191.4894,BHR2006
1227,21730000000.0,BHR2007
1228,25710877659.5745,BHR2008
1229,22938218085.1064,BHR2009
1230,25713271276.5957,BHR2010
1231,28776595744.6809,BHR2011
1232,30749308510.6383,BHR2012
1233,32539547872.3404,BHR2013
1234,33387712765.9574,BHR2014
1235,31125851063.8298,BHR2015
1236,32250132978.7234,BHR2016
1237,35432686170.2128,BHR2017
1238,,BHR2018
1239,169803921.568627,BHS1960
1240,190098039.21568602,BHS1961
1241,212254901.96078402,BHS1962
1242,237745098.039216,BHS1963
1243,266666666.66666698,BHS1964
1244,300392156.86274505,BHS1965
1245,340000000.0,BHS1966
1246,390196078.431373,BHS1967
1247,444901960.784314,BHS1968
1248,528137254.901961,BHS1969
1249,538423153.692615,BHS1970
1250,573400000.0,BHS1971
1251,590900000.0,BHS1972
1252,670900000.0,BHS1973
1253,632400000.0,BHS1974
1254,596200000.0,BHS1975
1255,642100000.0,BHS1976
1256,713000000.0,BHS1977
1257,832400000.0,BHS1978
1258,1139800100.0,BHS1979
1259,1335300000.0,BHS1980
1260,1426500000.0,BHS1981
1261,1578300000.0,BHS1982
1262,1732800000.0,BHS1983
1263,2041100000.0,BHS1984
1264,2320699900.0,BHS1985
1265,2472500000.0,BHS1986
1266,2713999900.0,BHS1987
1267,2817900000.0,BHS1988
1268,3062000000.0,BHS1989
1269,3166000000.0,BHS1990
1270,3111160000.0,BHS1991
1271,3109000000.0,BHS1992
1272,3092000000.0,BHS1993
1273,3259000000.0,BHS1994
1274,3429000000.0,BHS1995
1275,3609000000.0,BHS1996
1276,6332360000.0,BHS1997
1277,6833220000.0,BHS1998
1278,7683870000.0,BHS1999
1279,8076470000.0,BHS2000
1280,8317830000.0,BHS2001
1281,8881160000.0,BHS2002
1282,8870090000.0,BHS2003
1283,9055290000.0,BHS2004
1284,9836200000.0,BHS2005
1285,10167250000.0,BHS2006
1286,10618340000.0,BHS2007
1287,10526000000.0,BHS2008
1288,9981960000.0,BHS2009
1289,10095760000.0,BHS2010
1290,10070450000.0,BHS2011
1291,10720500000.0,BHS2012
1292,10627600000.0,BHS2013
1293,10957300000.0,BHS2014
1294,11792300000.0,BHS2015
1295,11838800000.0,BHS2016
1296,12162100000.0,BHS2017
1297,,BHS2018
1298,,BIH1960
1299,,BIH1961
1300,,BIH1962
1301,,BIH1963
1302,,BIH1964
1303,,BIH1965
1304,,BIH1966
1305,,BIH1967
1306,,BIH1968
1307,,BIH1969
1308,,BIH1970
1309,,BIH1971
1310,,BIH1972
1311,,BIH1973
1312,,BIH1974
1313,,BIH1975
1314,,BIH1976
1315,,BIH1977
1316,,BIH1978
1317,,BIH1979
1318,,BIH1980
1319,,BIH1981
1320,,BIH1982
1321,,BIH1983
1322,,BIH1984
1323,,BIH1985
1324,,BIH1986
1325,,BIH1987
1326,,BIH1988
1327,,BIH1989
1328,,BIH1990
1329,,BIH1991
1330,,BIH1992
1331,,BIH1993
1332,1255802469.1358,BIH1994
1333,1866572953.7366602,BIH1995
1334,2786045321.63743,BIH1996
1335,3671816504.23851,BIH1997
1336,4116699437.4041,BIH1998
1337,4685729738.56209,BIH1999
1338,5505984455.95855,BIH2000
1339,5748990666.17862,BIH2001
1340,6651226179.01829,BIH2002
1341,8370020196.19158,BIH2003
1342,10596205714.2857,BIH2004
1343,11222953519.4252,BIH2005
1344,12864610993.5219,BIH2006
1345,15778767669.6991,BIH2007
1346,19112739664.4697,BIH2008
1347,17613836209.9581,BIH2009
1348,17176781336.7644,BIH2010
1349,18644723860.9709,BIH2011
1350,17226849297.07,BIH2012
1351,18178503835.4491,BIH2013
1352,18558343508.3435,BIH2014
1353,16209702863.6235,BIH2015
1354,16911088173.7458,BIH2016
1355,18054854788.5214,BIH2017
1356,,BIH2018
1357,,BLR1960
1358,,BLR1961
1359,,BLR1962
1360,,BLR1963
1361,,BLR1964
1362,,BLR1965
1363,,BLR1966
1364,,BLR1967
1365,,BLR1968
1366,,BLR1969
1367,,BLR1970
1368,,BLR1971
1369,,BLR1972
1370,,BLR1973
1371,,BLR1974
1372,,BLR1975
1373,,BLR1976
1374,,BLR1977
1375,,BLR1978
1376,,BLR1979
1377,,BLR1980
1378,,BLR1981
1379,,BLR1982
1380,,BLR1983
1381,,BLR1984
1382,,BLR1985
1383,,BLR1986
1384,,BLR1987
1385,,BLR1988
1386,,BLR1989
1387,21650000000.0,BLR1990
1388,18000000000.0,BLR1991
1389,17037037037.036999,BLR1992
1390,16280991735.5372,BLR1993
1391,14932024169.1843,BLR1994
1392,13972676840.918001,BLR1995
1393,14756846153.8462,BLR1996
1394,14128408565.7064,BLR1997
1395,15222012660.4232,BLR1998
1396,12138486532.0203,BLR1999
1397,12736856827.9847,BLR2000
1398,12354820143.8849,BLR2001
1399,14594249022.8922,BLR2002
1400,17827791321.3067,BLR2003
1401,23144351851.8519,BLR2004
1402,30207567316.6202,BLR2005
1403,36954312354.3124,BLR2006
1404,45277399813.6067,BLR2007
1405,60763483146.0674,BLR2008
1406,50874078052.2735,BLR2009
1407,58665088956.0255,BLR2010
1408,61757788944.7236,BLR2011
1409,65685102554.8759,BLR2012
1410,75527984234.2342,BLR2013
1411,78813839984.3506,BLR2014
1412,56454734396.5842,BLR2015
1413,47749057078.1996,BLR2016
1414,54456465472.6162,BLR2017
1415,,BLR2018
1416,28071888.562228803,BLZ1960
1417,29964370.7125857,BLZ1961
1418,31856922.8615428,BLZ1962
1419,33749405.0118998,BLZ1963
1420,36193826.1234775,BLZ1964
1421,40069930.0699301,BLZ1965
1422,44405594.40559439,BLZ1966
1423,47379310.3448276,BLZ1967
1424,44910179.6407186,BLZ1968
1425,47305389.221556894,BLZ1969
1426,53233532.934131704,BLZ1970
1427,59207317.07317071,BLZ1971
1428,66062500.0,BLZ1972
1429,78343558.28220859,BLZ1973
1430,103216374.269006,BLZ1974
1431,118066298.342541,BLZ1975
1432,96905829.5964126,BLZ1976
1433,117650000.0,BLZ1977
1434,136300000.0,BLZ1978
1435,151800000.0,BLZ1979
1436,197938222.429283,BLZ1980
1437,196089854.656347,BLZ1981
1438,182206326.985709,BLZ1982
1439,192103185.95532098,BLZ1983
1440,214381949.01938,BLZ1984
1441,212643742.664706,BLZ1985
1442,231638320.535566,BLZ1986
1443,281082558.5859,BLZ1987
1444,320093360.27245,BLZ1988
1445,369133890.704745,BLZ1989
1446,412086445.492177,BLZ1990
1447,444720750.0,BLZ1991
1448,518239100.0,BLZ1992
1449,559858250.0,BLZ1993
1450,580863700.0,BLZ1994
1451,620140400.0,BLZ1995
1452,641383800.0,BLZ1996
1453,654314350.0,BLZ1997
1454,688992450.0,BLZ1998
1455,732732350.0,BLZ1999
1456,832072450.0,BLZ2000
1457,871860600.0,BLZ2001
1458,932551850.0,BLZ2002
1459,990374050.0,BLZ2003
1460,1057845500.0,BLZ2004
1461,1114202700.0,BLZ2005
1462,1217442150.0,BLZ2006
1463,1290542550.0,BLZ2007
1464,1368625150.0,BLZ2008
1465,1335217500.0,BLZ2009
1466,1396731700.0,BLZ2010
1467,1486595750.0,BLZ2011
1468,1563827850.0,BLZ2012
1469,1608442150.0,BLZ2013
1470,1692955750.0,BLZ2014
1471,1762500450.0,BLZ2015
1472,1806646250.0,BLZ2016
1473,1862614800.0,BLZ2017
1474,,BLZ2018
1475,84466654.0801544,BMU1960
1476,89249986.70071559,BMU1961
1477,94149985.9705588,BMU1962
1478,96366652.3069165,BMU1963
1479,107566650.637987,BMU1964
1480,114339048.96273601,BMU1965
1481,134173373.782802,BMU1966
1482,155102984.621576,BMU1967
1483,150000000.0,BMU1968
1484,164900000.0,BMU1969
1485,186300000.0,BMU1970
1486,211100000.0,BMU1971
1487,235400000.0,BMU1972
1488,269500000.0,BMU1973
1489,312600000.0,BMU1974
1490,345000000.0,BMU1975
1491,386300000.0,BMU1976
1492,447000000.0,BMU1977
1493,475800000.0,BMU1978
1494,517200000.0,BMU1979
1495,613299968.0,BMU1980
1496,739100032.0,BMU1981
1497,785500032.0,BMU1982
1498,889400000.0,BMU1983
1499,985699968.0,BMU1984
1500,1039500032.0,BMU1985
1501,1173500032.0,BMU1986
1502,1296499968.0,BMU1987
1503,1415100032.0,BMU1988
1504,1501500032.0,BMU1989
1505,1592400000.0,BMU1990
1506,1634899968.0,BMU1991
1507,1679900032.0,BMU1992
1508,1820359936.0,BMU1993
1509,1867160064.0,BMU1994
1510,2030749952.0,BMU1995
1511,2695390000.0,BMU1996
1512,2932827000.0,BMU1997
1513,3130748000.0,BMU1998
1514,3324433000.0,BMU1999
1515,3480219000.0,BMU2000
1516,3680483000.0,BMU2001
1517,3937228000.0,BMU2002
1518,4186525000.0,BMU2003
1519,4484703000.0,BMU2004
1520,4868136000.0,BMU2005
1521,5414299000.0,BMU2006
1522,5895048000.0,BMU2007
1523,6109928000.0,BMU2008
1524,5806378000.0,BMU2009
1525,5744414000.0,BMU2010
1526,5550771000.0,BMU2011
1527,5537537000.0,BMU2012
1528,5573710000.0,BMU2013
1529,,BMU2014
1530,,BMU2015
1531,,BMU2016
1532,,BMU2017
1533,,BMU2018
1534,373879363.59538597,BOL1960
1535,406684585.719294,BOL1961
1536,444665186.39710194,BOL1962
1537,478805990.083307,BOL1963
1538,539491477.320156,BOL1964
1539,604377104.377104,BOL1965
1540,669191919.1919191,BOL1966
1541,755808080.8080809,BOL1967
1542,857912457.9124581,BOL1968
1543,929629629.6296289,BOL1969
1544,1017003367.0033699,BOL1970
1545,1095622895.6229,BOL1971
1546,1257615644.9793198,BOL1972
1547,1262968515.74213,BOL1973
1548,2100249875.06247,BOL1974
1549,2404697651.1744103,BOL1975
1550,2731984007.9960003,BOL1976
1551,3227436281.85907,BOL1977
1552,3758220889.55522,BOL1978
1553,4421343606.18135,BOL1979
1554,4526916802.61011,BOL1980
1555,5872756933.11582,BOL1981
1556,5587490264.8127,BOL1982
1557,5422440961.87886,BOL1983
1558,6169501037.97622,BOL1984
1559,5377277406.71638,BOL1985
1560,3958338883.2233796,BOL1986
1561,4323623622.1622,BOL1987
1562,4597615562.66594,BOL1988
1563,4715978868.216129,BOL1989
1564,4867582620.20708,BOL1990
1565,5343274311.56789,BOL1991
1566,5643893347.00679,BOL1992
1567,5734676560.92471,BOL1993
1568,5981244886.917,BOL1994
1569,6715220507.05164,BOL1995
1570,7396966657.470541,BOL1996
1571,7925673448.41368,BOL1997
1572,8497545598.08352,BOL1998
1573,8285075872.27307,BOL1999
1574,8397912509.09679,BOL2000
1575,8141537937.61068,BOL2001
1576,7905485216.17852,BOL2002
1577,8082364868.39357,BOL2003
1578,8773451738.911291,BOL2004
1579,9549077869.1065,BOL2005
1580,11451845341.1964,BOL2006
1581,13120107688.0213,BOL2007
1582,16674276951.8822,BOL2008
1583,17339992165.2422,BOL2009
1584,19649724655.4886,BOL2010
1585,23963162983.7987,BOL2011
1586,27084497539.7974,BOL2012
1587,30659338929.0883,BOL2013
1588,32996187988.4226,BOL2014
1589,33000198263.3864,BOL2015
1590,33941126193.9219,BOL2016
1591,37508642112.8799,BOL2017
1592,,BOL2018
1593,15165569912.5199,BRA1960
1594,15236854859.469,BRA1961
1595,19926293839.0163,BRA1962
1596,23021477292.2093,BRA1963
1597,21211892259.9904,BRA1964
1598,21790035117.19,BRA1965
1599,27062716577.9111,BRA1966
1600,30591834053.9653,BRA1967
1601,33875881876.3672,BRA1968
1602,37458898243.8609,BRA1969
1603,42327600098.2412,BRA1970
1604,49204456699.9313,BRA1971
1605,58539008785.9047,BRA1972
1606,79279057730.3799,BRA1973
1607,105136007528.354,BRA1974
1608,123709376567.55199,BRA1975
1609,152678020452.57098,BRA1976
1610,176171284311.567,BRA1977
1611,200800891870.16397,BRA1978
1612,224969488835.18103,BRA1979
1613,235024598983.20898,BRA1980
1614,263561088977.1,BRA1981
1615,281682304161.041,BRA1982
1616,203304515490.795,BRA1983
1617,209023912696.837,BRA1984
1618,222942790435.29898,BRA1985
1619,268137224729.722,BRA1986
1620,294084112392.66,BRA1987
1621,330397381998.489,BRA1988
1622,425595310000.0,BRA1989
1623,461951782000.0,BRA1990
1624,602860000000.0,BRA1991
1625,400599250000.0,BRA1992
1626,437798577639.752,BRA1993
1627,558111997497.263,BRA1994
1628,769305386140.261,BRA1995
1629,850426433004.077,BRA1996
1630,883199625314.2959,BRA1997
1631,863723411644.532,BRA1998
1632,599388579960.318,BRA1999
1633,655420645498.885,BRA2000
1634,559372276095.115,BRA2001
1635,507962487685.82,BRA2002
1636,558319920839.938,BRA2003
1637,669316654004.294,BRA2004
1638,891630177234.6371,BRA2005
1639,1107640289610.63,BRA2006
1640,1397084349956.35,BRA2007
1641,1695824565961.39,BRA2008
1642,1667019783575.07,BRA2009
1643,2208871646202.82,BRA2010
1644,2616201578192.25,BRA2011
1645,2465188674415.03,BRA2012
1646,2472806919901.67,BRA2013
1647,2455993625159.37,BRA2014
1648,1802214373741.32,BRA2015
1649,1796275437087.99,BRA2016
1650,2053594877013.22,BRA2017
1651,,BRA2018
1652,,BRB1960
1653,,BRB1961
1654,,BRB1962
1655,,BRB1963
1656,,BRB1964
1657,,BRB1965
1658,,BRB1966
1659,,BRB1967
1660,,BRB1968
1661,,BRB1969
1662,,BRB1970
1663,,BRB1971
1664,,BRB1972
1665,,BRB1973
1666,311809337.474355,BRB1974
1667,402178605.019554,BRB1975
1668,435911268.58967996,BRB1976
1669,495097667.929041,BRB1977
1670,552883707.055138,BRB1978
1671,670362452.145379,BRB1979
1672,860388803.261572,BRB1980
1673,946949734.002884,BRB1981
1674,989409834.4354401,BRB1982
1675,1050514592.55208,BRB1983
1676,1144931139.06429,BRB1984
1677,1198329438.67151,BRB1985
1678,1315616765.27619,BRB1986
1679,1448714761.59698,BRB1987
1680,1540893949.18709,BRB1988
1681,1703972555.06389,BRB1989
1682,2023318251.8769,BRB1990
1683,2007109829.46353,BRB1991
1684,1950900000.0,BRB1992
1685,2046189031.96937,BRB1993
1686,2151295182.22045,BRB1994
1687,2261969870.23318,BRB1995
1688,2411872918.01323,BRB1996
1689,2549296474.91672,BRB1997
1690,2874459304.9271603,BRB1998
1691,3012081738.17929,BRB1999
1692,3121500000.0,BRB2000
1693,3116650000.0,BRB2001
1694,3169600000.0,BRB2002
1695,3274850000.0,BRB2003
1696,3514350000.0,BRB2004
1697,3897300000.0,BRB2005
1698,4176500000.0,BRB2006
1699,4672250000.0,BRB2007
1700,4782000000.0,BRB2008
1701,4479950000.0,BRB2009
1702,4529900000.0,BRB2010
1703,4660900000.0,BRB2011
1704,4656350000.0,BRB2012
1705,4612500000.0,BRB2013
1706,4608350000.0,BRB2014
