,gdp_cons,map
11993,296365455893.334,SAU1976
11994,317387724293.334,SAU1977
11995,300820954506.667,SAU1978
11996,336677102293.334,SAU1979
11997,355707632773.334,SAU1980
11998,362619047920.00104,SAU1981
11999,287448524293.334,SAU1982
12000,241309051493.33398,SAU1983
12001,230060546080.0,SAU1984
12002,207527260666.667,SAU1985
12003,242833346960.0,SAU1986
12004,226727434880.0,SAU1987
12005,256449843840.0,SAU1988
12006,255159860400.0,SAU1989
12007,293927384693.334,SAU1990
12008,338039654613.334,SAU1991
12009,351519121626.667,SAU1992
12010,346725309733.334,SAU1993
12011,348662534026.667,SAU1994
12012,349402017093.334,SAU1995
12013,358617230506.66705,SAU1996
12014,362575583120.0,SAU1997
12015,373066209146.66705,SAU1998
12016,359026663653.334,SAU1999
12017,379223407546.66705,SAU2000
12018,374631983413.334,SAU2001
12019,364070454426.66705,SAU2002
12020,404999478400.0,SAU2003
12021,437231125626.66705,SAU2004
12022,461601733253.33295,SAU2005
12023,474473046266.66705,SAU2006
12024,483237181440.0,SAU2007
12025,513438407146.66705,SAU2008
12026,502865333333.33295,SAU2009
12027,528207200000.0,SAU2010
12028,581011322640.0,SAU2011
12029,612452430240.0,SAU2012
12030,628984081386.667,SAU2013
12031,651957609840.0,SAU2014
12032,678729654960.0,SAU2015
12033,690068800000.0,SAU2016
12034,684157600000.0,SAU2017
12035,,SAU2018
12036,9321521196.31941,SDN1960
12037,9323608409.26752,SDN1961
12038,9968414449.926609,SDN1962
12039,9684616513.60074,SDN1963
12040,9576105313.26004,SDN1964
12041,10225085063.6265,SDN1965
12042,9859523192.05264,SDN1966
12043,9999930816.36487,SDN1967
12044,10196251540.5042,SDN1968
12045,10337913211.4384,SDN1969
12046,10950442293.1335,SDN1970
12047,11196533126.8699,SDN1971
12048,10628758445.743,SDN1972
12049,10695952951.8466,SDN1973
12050,11920135693.7704,SDN1974
12051,13793202216.7589,SDN1975
12052,16091869674.9345,SDN1976
12053,17093404114.2742,SDN1977
12054,16079596585.8733,SDN1978
12055,15272626059.4999,SDN1979
12056,15505428248.4298,SDN1980
12057,16658654344.3839,SDN1981
12058,17651287989.0814,SDN1982
12059,18015346102.8651,SDN1983
12060,17112974212.4823,SDN1984
12061,16038100844.4314,SDN1985
12062,16906373314.0355,SDN1986
12063,19310609152.6946,SDN1987
12064,19246673305.7174,SDN1988
12065,20965669470.294,SDN1989
12066,19818836075.7381,SDN1990
12067,21307411140.4784,SDN1991
12068,22708983110.0303,SDN1992
12069,23746499591.8242,SDN1993
12070,23985443577.336002,SDN1994
12071,25423872772.0788,SDN1995
12072,26928743519.7469,SDN1996
12073,29774232838.9614,SDN1997
12074,31057056882.6533,SDN1998
12075,32021097643.6716,SDN1999
12076,34053114158.2253,SDN2000
12077,36266689312.9815,SDN2001
12078,38597648770.0863,SDN2002
12079,41583019314.8311,SDN2003
12080,43197815735.7573,SDN2004
12081,46433219017.4981,SDN2005
12082,51106401194.5342,SDN2006
12083,56994834761.4621,SDN2007
12084,61441550872.0497,SDN2008
12085,63433392297.3437,SDN2009
12086,65634109236.7736,SDN2010
12087,64342607849.351,SDN2011
12088,64678192682.9882,SDN2012
12089,67520612416.9246,SDN2013
12090,69329767682.0853,SDN2014
12091,72731117403.9639,SDN2015
12092,76149479952.5075,SDN2016
12093,79411016248.06401,SDN2017
12094,,SDN2018
12095,4362382541.40069,SEN1960
12096,4492968205.46265,SEN1961
12097,4486847193.9972105,SEN1962
12098,4570503498.29599,SEN1963
12099,4748018522.4551,SEN1964
12100,4811271126.2143,SEN1965
12101,4949679896.369571,SEN1966
12102,4889304054.14251,SEN1967
12103,5196879099.52573,SEN1968
12104,4856268215.90498,SEN1969
12105,5272064110.66395,SEN1970
12106,5264659526.20836,SEN1971
12107,5600713742.49753,SEN1972
12108,5288012446.49151,SEN1973
12109,5510149979.15695,SEN1974
12110,5925376290.29071,SEN1975
12111,6453949701.75697,SEN1976
12112,6280796342.8226,SEN1977
12113,6032457972.75004,SEN1978
12114,6454831714.86787,SEN1979
12115,6241134975.20554,SEN1980
12116,6557530338.57487,SEN1981
12117,7071841681.0038595,SEN1982
12118,6695167620.46716,SEN1983
12119,6945952823.03016,SEN1984
12120,7174021148.359159,SEN1985
12121,7397372797.92223,SEN1986
12122,7848196405.86157,SEN1987
12123,7801701257.282371,SEN1988
12124,8112041705.4869995,SEN1989
12125,8057233656.92108,SEN1990
12126,8263162484.42024,SEN1991
12127,8365844443.938609,SEN1992
12128,8474665709.3937,SEN1993
12129,8473197163.48595,SEN1994
12130,8927654795.981241,SEN1995
12131,9107290380.15972,SEN1996
12132,9391805162.751541,SEN1997
12133,9945796997.100029,SEN1998
12134,10577068249.2063,SEN1999
12135,10915427397.0133,SEN2000
12136,11415454005.3335,SEN2001
12137,11490202814.5466,SEN2002
12138,12258119286.7404,SEN2003
12139,12977765547.6713,SEN2004
12140,13707454283.1701,SEN2005
12141,14044872900.3705,SEN2006
12142,14738476853.4416,SEN2007
12143,15336324851.0409,SEN2008
12144,15657241602.2165,SEN2009
12145,16215069255.5883,SEN2010
12146,16451547988.6698,SEN2011
12147,17293438557.2978,SEN2012
12148,17781477663.8547,SEN2013
12149,18957455707.5352,SEN2014
12150,20164485187.4903,SEN2015
12151,21420420044.2247,SEN2016
12152,22952791256.2003,SEN2017
12153,,SEN2018
12154,5580564723.138989,SGP1960
12155,6034690135.68024,SGP1961
12156,6464466446.6446705,SGP1962
12157,7109937660.43272,SGP1963
12158,6848258159.14925,SGP1964
12159,7368536853.68537,SGP1965
12160,8169636963.69637,SGP1966
12161,9173157315.731579,SGP1967
12162,10422368903.557,SGP1968
12163,11852805280.5281,SGP1969
12164,13498643197.6531,SGP1970
12165,15129446277.9611,SGP1971
12166,17175944261.0928,SGP1972
12167,19087275394.2061,SGP1973
12168,20321818848.5515,SGP1974
12169,21258452511.9179,SGP1975
12170,22839383938.3939,SGP1976
12171,24549174917.4918,SGP1977
12172,26685735240.1907,SGP1978
12173,29199413274.6608,SGP1979
12174,32127172717.2718,SGP1980
12175,35559589292.2626,SGP1981
12176,38110084341.7676,SGP1982
12177,41364869820.3154,SGP1983
12178,45005207187.3855,SGP1984
12179,44696002933.6267,SGP1985
12180,45289402273.5607,SGP1986
12181,50161129446.278,SGP1987
12182,55736633663.3664,SGP1988
12183,61412394572.7907,SGP1989
12184,67580784745.1412,SGP1990
12185,72099963329.6664,SGP1991
12186,77210121012.1013,SGP1992
12187,86118151815.1816,SGP1993
12188,95526952695.2696,SGP1994
12189,102240630729.74,SGP1995
12190,109941327466.08,SGP1996
12191,119056692335.9,SGP1997
12192,116407407407.407,SGP1998
12193,123502676934.36,SGP1999
12194,134491382471.581,SGP2000
12195,133210634396.77301,SGP2001
12196,138821048771.544,SGP2002
12197,144978217821.78198,SGP2003
12198,158822442244.224,SGP2004
12199,170716905023.836,SGP2005
12200,185842757609.094,SGP2006
12201,202775870920.425,SGP2007
12202,206400733406.67398,SGP2008
12203,205155335533.553,SGP2009
12204,236421782178.21802,SGP2010
12205,251436156949.028,SGP2011
12206,261703043637.697,SGP2012
12207,275078914558.122,SGP2013
12208,285762669600.293,SGP2014
12209,292166776677.668,SGP2015
12210,299170077007.701,SGP2016
12211,309995672900.623,SGP2017
12212,,SGP2018
12213,,SLB1960
12214,,SLB1961
12215,,SLB1962
12216,,SLB1963
12217,,SLB1964
12218,,SLB1965
12219,,SLB1966
12220,,SLB1967
12221,,SLB1968
12222,,SLB1969
12223,,SLB1970
12224,,SLB1971
12225,,SLB1972
12226,,SLB1973
12227,,SLB1974
12228,,SLB1975
12229,,SLB1976
12230,,SLB1977
12231,,SLB1978
12232,,SLB1979
12233,,SLB1980
12234,,SLB1981
12235,,SLB1982
12236,,SLB1983
12237,,SLB1984
12238,,SLB1985
12239,,SLB1986
12240,,SLB1987
12241,,SLB1988
12242,,SLB1989
12243,404992004.06092596,SLB1990
12244,429308447.832158,SLB1991
12245,483789610.30653703,SLB1992
12246,503027303.047072,SLB1993
12247,549274727.214247,SLB1994
12248,594444839.999167,SLB1995
12249,603986748.6989441,SLB1996
12250,595291310.770642,SLB1997
12251,605910512.4531361,SLB1998
12252,602986384.1869481,SLB1999
12253,516955404.14612997,SLB2000
12254,475709784.139392,SLB2001
12255,462389898.18699,SLB2002
12256,492445250.03293204,SLB2003
12257,516567045.085733,SLB2004
12258,544571142.774798,SLB2005
12259,582400594.055163,SLB2006
12260,625032324.899817,SLB2007
12261,669375212.830595,SLB2008
12262,637728006.506554,SLB2009
12263,681151193.502387,SLB2010
12264,771033399.35884,SLB2011
12265,806157014.498501,SLB2012
12266,830485620.364722,SLB2013
12267,849172302.123986,SLB2014
12268,870760296.721622,SLB2015
12269,900859053.0790279,SLB2016
12270,930032625.438997,SLB2017
12271,,SLB2018
12272,863817135.344966,SLE1960
12273,879443963.516214,SLE1961
12274,919379224.2482519,SLE1962
12275,935006052.419499,SLE1963
12276,997513439.72961,SLE1964
12277,1069136458.7436,SLE1965
12278,1087311778.52094,SLE1966
12279,1087706272.12363,SLE1967
12280,1109677110.3471599,SLE1968
12281,1204282042.06042,SLE1969
12282,1308097094.08337,SLE1970
12283,1353434647.0022,SLE1971
12284,1365618734.66329,SLE1972
12285,1396435536.25338,SLE1973
12286,1445308382.62216,SLE1974
12287,1469433708.96572,SLE1975
12288,1462833360.3905401,SLE1976
12289,1463516149.7081301,SLE1977
12290,1498733209.5760698,SLE1978
12291,1566345045.40757,SLE1979
12292,1642211026.5183802,SLE1980
12293,1689530164.13434,SLE1981
12294,1770319366.26749,SLE1982
12295,1733093061.99997,SLE1983
12296,1804029154.9062898,SLE1984
12297,1708211023.79742,SLE1985
12298,1729325313.38516,SLE1986
12299,1854377474.0351102,SLE1987
12300,1723087548.8822901,SLE1988
12301,1735666087.96666,SLE1989
12302,1793810866.92038,SLE1990
12303,1836000592.5506,SLE1991
12304,1486923459.0150301,SLE1992
12305,1507361956.1828198,SLE1993
12306,1478007825.58287,SLE1994
12307,1359770845.99342,SLE1995
12308,1383618798.0701401,SLE1996
12309,1302302386.5345302,SLE1997
12310,1325548670.1198401,SLE1998
12311,1299312276.3260698,SLE1999
12312,1385751986.4426,SLE2000
12313,1297819715.60661,SLE2001
12314,1640668858.77741,SLE2002
12315,1793466334.29574,SLE2003
12316,1911798254.1203,SLE2004
12317,1997926594.51644,SLE2005
12318,2082317301.2292302,SLE2006
12319,2250113451.89349,SLE2007
12320,2371580993.5664396,SLE2008
12321,2447188210.25985,SLE2009
12322,2578026297.15912,SLE2010
12323,2740829818.87435,SLE2011
12324,3156936272.93448,SLE2012
12325,3810919876.16826,SLE2013
12326,3984574819.9817204,SLE2014
12327,3163801388.83,SLE2015
12328,3355384560.25255,SLE2016
12329,3496685932.65603,SLE2017
12330,,SLE2018
12331,,SLV1960
12332,,SLV1961
12333,,SLV1962
12334,,SLV1963
12335,,SLV1964
12336,7579875946.94847,SLV1965
12337,8122681304.00025,SLV1966
12338,8564299209.17345,SLV1967
12339,8841499229.434,SLV1968
12340,9149662507.43272,SLV1969
12341,9422074960.12815,SLV1970
12342,9785602875.31887,SLV1971
12343,10384240427.607,SLV1972
12344,10889088293.2948,SLV1973
12345,11470130164.4748,SLV1974
12346,11805463077.4129,SLV1975
12347,12401551623.2631,SLV1976
12348,13242384478.7977,SLV1977
12349,13947245595.786001,SLV1978
12350,13364213708.7355,SLV1979
12351,11791069660.9503,SLV1980
12352,10558792438.2172,SLV1981
12353,9892976788.73966,SLV1982
12354,10044835341.6255,SLV1983
12355,10179130344.7292,SLV1984
12356,10241894401.0176,SLV1985
12357,10261292035.2356,SLV1986
12358,10519218693.9065,SLV1987
12359,10716712471.2378,SLV1988
12360,10819827802.6727,SLV1989
12361,11342594316.5462,SLV1990
12362,11512093366.9963,SLV1991
12363,12320017406.3797,SLV1992
12364,13036948146.8485,SLV1993
12365,13648352902.2721,SLV1994
12366,14294596894.7716,SLV1995
12367,14411481023.3879,SLV1996
12368,14863272247.2752,SLV1997
12369,15257769344.5254,SLV1998
12370,15587415995.5088,SLV1999
12371,15762939192.2857,SLV2000
12372,15901230435.7578,SLV2001
12373,16152606987.4286,SLV2002
12374,16404948034.2828,SLV2003
12375,16551081023.1557,SLV2004
12376,16999196207.0351,SLV2005
12377,17737453513.314,SLV2006
12378,18067472874.2886,SLV2007
12379,18451808686.6695,SLV2008
12380,18067384770.9256,SLV2009
12381,18447922400.0,SLV2010
12382,19151123032.2875,SLV2011
12383,19690049938.4193,SLV2012
12384,20157726890.3731,SLV2013
12385,20556700057.1359,SLV2014
12386,21045462140.7433,SLV2015
12387,21588556595.1552,SLV2016
12388,22089971817.9378,SLV2017
12389,,SLV2018
12390,,SMR1960
12391,,SMR1961
12392,,SMR1962
12393,,SMR1963
12394,,SMR1964
12395,,SMR1965
12396,,SMR1966
12397,,SMR1967
12398,,SMR1968
12399,,SMR1969
12400,,SMR1970
12401,,SMR1971
12402,,SMR1972
12403,,SMR1973
12404,,SMR1974
12405,,SMR1975
12406,,SMR1976
12407,,SMR1977
12408,,SMR1978
12409,,SMR1979
12410,,SMR1980
12411,,SMR1981
12412,,SMR1982
12413,,SMR1983
12414,,SMR1984
12415,,SMR1985
12416,,SMR1986
12417,,SMR1987
12418,,SMR1988
12419,,SMR1989
12420,,SMR1990
12421,,SMR1991
12422,,SMR1992
12423,,SMR1993
12424,,SMR1994
12425,,SMR1995
12426,,SMR1996
12427,1612660389.07285,SMR1997
12428,1733818812.08609,SMR1998
12429,1889792873.89625,SMR1999
12430,1931571640.45254,SMR2000
12431,2038803807.9470198,SMR2001
12432,2045766935.7064,SMR2002
12433,2125146592.16336,SMR2003
12434,2222630380.7947,SMR2004
12435,2275550151.7660003,SMR2005
12436,2363285561.5342197,SMR2006
12437,2531793253.31126,SMR2007
12438,2573572019.86755,SMR2008
12439,2243519764.07285,SMR2009
12440,2139072847.6821198,SMR2010
12441,1937142142.66004,SMR2011
12442,1790916459.7130198,SMR2012
12443,1736604063.18985,SMR2013
12444,1720974626.62114,SMR2014
12445,1731300474.3808599,SMR2015
12446,1769389084.8172398,SMR2016
12447,1795929921.0895,SMR2017
12448,,SMR2018
12449,,SOM1960
12450,,SOM1961
12451,,SOM1962
12452,,SOM1963
12453,,SOM1964
12454,,SOM1965
12455,,SOM1966
12456,,SOM1967
12457,,SOM1968
12458,,SOM1969
12459,,SOM1970
12460,,SOM1971
12461,,SOM1972
12462,,SOM1973
12463,,SOM1974
12464,,SOM1975
12465,,SOM1976
12466,,SOM1977
12467,,SOM1978
12468,,SOM1979
12469,,SOM1980
12470,,SOM1981
12471,,SOM1982
12472,,SOM1983
12473,,SOM1984
12474,,SOM1985
12475,,SOM1986
12476,,SOM1987
12477,,SOM1988
12478,,SOM1989
12479,,SOM1990
12480,,SOM1991
12481,,SOM1992
12482,,SOM1993
12483,,SOM1994
12484,,SOM1995
12485,,SOM1996
12486,,SOM1997
12487,,SOM1998
12488,,SOM1999
12489,,SOM2000
12490,,SOM2001
12491,,SOM2002
12492,,SOM2003
12493,,SOM2004
12494,,SOM2005
12495,,SOM2006
12496,,SOM2007
12497,,SOM2008
12498,,SOM2009
12499,,SOM2010
12500,,SOM2011
12501,,SOM2012
12502,,SOM2013
12503,,SOM2014
12504,,SOM2015
12505,,SOM2016
12506,,SOM2017
12507,,SOM2018
12508,,SRB1960
12509,,SRB1961
12510,,SRB1962
12511,,SRB1963
12512,,SRB1964
12513,,SRB1965
12514,,SRB1966
12515,,SRB1967
12516,,SRB1968
12517,,SRB1969
12518,,SRB1970
12519,,SRB1971
12520,,SRB1972
12521,,SRB1973
12522,,SRB1974
12523,,SRB1975
12524,,SRB1976
12525,,SRB1977
12526,,SRB1978
12527,,SRB1979
12528,,SRB1980
12529,,SRB1981
12530,,SRB1982
12531,,SRB1983
12532,,SRB1984
12533,,SRB1985
12534,,SRB1986
12535,,SRB1987
12536,,SRB1988
12537,,SRB1989
12538,,SRB1990
12539,,SRB1991
12540,,SRB1992
12541,,SRB1993
12542,,SRB1994
12543,24045674131.5006,SRB1995
12544,24629059461.7961,SRB1996
12545,26398616216.105,SRB1997
12546,27040223134.5098,SRB1998
12547,23755758797.5644,SRB1999
12548,25599017868.5148,SRB2000
12549,26877103625.5498,SRB2001
12550,28789621363.4826,SRB2002
12551,30060802352.7929,SRB2003
12552,32780256764.2151,SRB2004
12553,34596422952.0809,SRB2005
12554,36293152225.2341,SRB2006
12555,38430368884.6748,SRB2007
12556,40492805121.3899,SRB2008
12557,39231060776.6223,SRB2009
12558,39460357730.5224,SRB2010
12559,40013381123.366,SRB2011
12560,39607137113.7376,SRB2012
12561,40625727367.812996,SRB2013
12562,39881747972.7617,SRB2014
12563,40183938020.4789,SRB2015
12564,41308012849.7895,SRB2016
12565,42079410618.1871,SRB2017
12566,,SRB2018
12567,252181967897.87698,SSA1960
12568,255846014560.04102,SSA1961
12569,270851147059.40198,SSA1962
12570,288025764066.726,SSA1963
12571,303449000513.528,SSA1964
12572,318498216436.61896,SSA1965
12573,323338636239.643,SSA1966
12574,321375400879.85803,SSA1967
12575,331037557216.44,SSA1968
12576,361020999876.86206,SSA1969
12577,397267301643.349,SSA1970
12578,427146681599.63794,SSA1971
12579,438580835817.74896,SSA1972
12580,457788741349.438,SSA1973
12581,494112720810.58203,SSA1974
12582,493691587526.78296,SSA1975
12583,519770214535.63,SSA1976
12584,532230762811.136,SSA1977
12585,530238887375.06,SSA1978
12586,551823342881.311,SSA1979
12587,574164352019.161,SSA1980
12588,571578325537.952,SSA1981
12589,565122750325.486,SSA1982
12590,551023199909.953,SSA1983
12591,565406433833.754,SSA1984
12592,575341879528.707,SSA1985
12593,584640999208.712,SSA1986
12594,600564976992.349,SSA1987
12595,627540882750.223,SSA1988
12596,643317961293.076,SSA1989
12597,658618076310.781,SSA1990
12598,661195029248.281,SSA1991
12599,658679850890.802,SSA1992
12600,652580121563.0239,SSA1993
12601,660432543895.296,SSA1994
12602,682740651257.443,SSA1995
12603,718048498205.216,SSA1996
12604,743774377120.913,SSA1997
12605,761347548148.1279,SSA1998
12606,777585836680.213,SSA1999
12607,804888859859.647,SSA2000
12608,839157433542.908,SSA2001
12609,892635485365.422,SSA2002
12610,930432573465.149,SSA2003
12611,991323565958.165,SSA2004
12612,1053026732127.93,SSA2005
12613,1117955309066.94,SSA2006
12614,1191914183690.75,SSA2007
12615,1255806341541.04,SSA2008
12616,1293678101014.03,SSA2009
12617,1365897013219.56,SSA2010
12618,1428022982451.88,SSA2011
12619,1492807316227.57,SSA2012
12620,1567135383574.99,SSA2013
12621,1640467197836.39,SSA2014
12622,1688296887627.52,SSA2015
12623,1708757113310.58,SSA2016
12624,1751755362435.34,SSA2017
12625,,SSA2018
12626,,SSD1960
12627,,SSD1961
12628,,SSD1962
12629,,SSD1963
12630,,SSD1964
12631,,SSD1965
12632,,SSD1966
12633,,SSD1967
12634,,SSD1968
12635,,SSD1969
12636,,SSD1970
12637,,SSD1971
12638,,SSD1972
12639,,SSD1973
12640,,SSD1974
12641,,SSD1975
12642,,SSD1976
12643,,SSD1977
12644,,SSD1978
12645,,SSD1979
12646,,SSD1980
12647,,SSD1981
12648,,SSD1982
12649,,SSD1983
12650,,SSD1984
12651,,SSD1985
12652,,SSD1986
12653,,SSD1987
12654,,SSD1988
12655,,SSD1989
12656,,SSD1990
12657,,SSD1991
12658,,SSD1992
12659,,SSD1993
12660,,SSD1994
12661,,SSD1995
12662,,SSD1996
12663,,SSD1997
12664,,SSD1998
12665,,SSD1999
12666,,SSD2000
12667,,SSD2001
12668,,SSD2002
12669,,SSD2003
12670,,SSD2004
12671,,SSD2005
12672,,SSD2006
12673,,SSD2007
12674,,SSD2008
12675,,SSD2009
12676,,SSD2010
12677,,SSD2011
12678,,SSD2012
12679,,SSD2013
12680,,SSD2014
12681,,SSD2015
12682,,SSD2016
12683,,SSD2017
12684,,SSD2018
12685,252292249217.067,SSF1960
12686,255949293714.923,SSF1961
12687,270963769583.376,SSF1962
12688,288150842399.093,SSF1963
12689,303581647178.062,SSF1964
12690,318627606328.174,SSF1965
12691,323489998863.268,SSF1966
12692,321527890328.677,SSF1967
12693,331202981149.175,SSF1968
12694,361183517007.40704,SSF1969
12695,397443828258.21295,SSF1970
12696,427354354255.485,SSF1971
12697,438803091823.12103,SSF1972
12698,458033080572.78,SSF1973
12699,494357341388.507,SSF1974
12700,493945521673.12103,SSF1975
12701,520070671962.073,SSF1976
12702,532508493936.72797,SSF1977
12703,530585957048.476,SSF1978
12704,552230977964.244,SSF1979
12705,574550435006.2839,SSF1980
12706,571930715577.543,SSF1981
12707,565471204103.3821,SSF1982
12708,551365828862.304,SSF1983
12709,565764828499.2261,SSF1984
12710,575741712281.616,SSF1985
12711,585039820444.548,SSF1986
12712,600981617134.5911,SSF1987
12713,627980148639.71,SSF1988
12714,643807103741.306,SSF1989
12715,659141809701.281,SSF1990
12716,661733415730.706,SSF1991
12717,659257419540.77,SSF1992
12718,653193993273.148,SSF1993
12719,661041369733.5121,SSF1994
12720,683344146729.453,SSF1995
12721,718681651755.035,SSF1996
12722,744483923745.1,SSF1997
12723,762117212227.0259,SSF1998
12724,778369887201.0359,SSF1999
12725,805684613723.202,SSF2000
12726,839934655076.6371,SSF2001
12727,893421760636.856,SSF2002
12728,931171782168.029,SSF2003
12729,992040951578.9741,SSF2004
12730,1053808961082.69,SSF2005
12731,1118811409121.42,SSF2006
12732,1192859867838.61,SSF2007
12733,1256730952781.11,SSF2008
12734,1294592047648.94,SSF2009
12735,1366865426507.47,SSF2010
12736,1429068169694.25,SSF2011
12737,1493865222451.87,SSF2012
12738,1568257107602.37,SSF2013
12739,1641639426278.99,SSF2014
12740,1689527318977.07,SSF2015
12741,1710043496617.68,SSF2016
12742,1753110193035.79,SSF2017
12743,,SSF2018
12744,,SST1960
12745,,SST1961
12746,,SST1962
12747,,SST1963
12748,,SST1964
12749,,SST1965
12750,,SST1966
12751,,SST1967
12752,,SST1968
12753,,SST1969
12754,,SST1970
12755,,SST1971
12756,,SST1972
12757,,SST1973
12758,,SST1974
12759,,SST1975
12760,,SST1976
12761,,SST1977
12762,,SST1978
12763,,SST1979
12764,,SST1980
12765,,SST1981
12766,,SST1982
12767,,SST1983
12768,,SST1984
12769,,SST1985
12770,,SST1986
12771,,SST1987
12772,,SST1988
12773,,SST1989
12774,,SST1990
12775,,SST1991
12776,,SST1992
12777,,SST1993
12778,,SST1994
12779,,SST1995
12780,,SST1996
12781,199214100847.125,SST1997
12782,206802872228.772,SST1998
12783,212948947025.24,SST1999
12784,222587612373.545,SST2000
12785,230923401754.897,SST2001
12786,240905553351.684,SST2002
12787,251871723576.048,SST2003
12788,272649292972.69,SST2004
12789,287727116056.794,SST2005
12790,316861936284.45,SST2006
12791,343648800917.813,SST2007
12792,365031802282.32794,SST2008
12793,368093597099.789,SST2009
12794,394355484024.095,SST2010
12795,420173698176.984,SST2011
12796,433923221569.68396,SST2012
12797,445602707109.25104,SST2013
12798,457148183660.045,SST2014
12799,468702688004.30896,SST2015
12800,476991890610.373,SST2016
12801,485853773310.95795,SST2017
12802,,SST2018
12803,,STP1960
12804,,STP1961
12805,,STP1962
12806,,STP1963
12807,,STP1964
12808,,STP1965
12809,,STP1966
12810,,STP1967
12811,,STP1968
12812,,STP1969
12813,,STP1970
12814,,STP1971
12815,,STP1972
12816,,STP1973
12817,,STP1974
12818,,STP1975
12819,,STP1976
12820,,STP1977
12821,,STP1978
12822,,STP1979
12823,,STP1980
12824,,STP1981
12825,,STP1982
12826,,STP1983
12827,,STP1984
12828,,STP1985
12829,,STP1986
12830,,STP1987
12831,,STP1988
12832,,STP1989
12833,,STP1990
12834,,STP1991
12835,,STP1992
12836,,STP1993
12837,,STP1994
12838,,STP1995
12839,,STP1996
12840,,STP1997
12841,,STP1998
12842,,STP1999
12843,,STP2000
12844,122206100.73683798,STP2001
12845,125110790.013369,STP2002
12846,133334913.640826,STP2003
12847,138444610.313851,STP2004
12848,148265553.167465,STP2005
12849,161780916.94156298,STP2006
12850,167044628.80468702,STP2007
12851,180719189.130434,STP2008
12852,185103945.101331,STP2009
12853,197454053.145088,STP2010
12854,206138480.644065,STP2011
12855,212615301.920748,STP2012
12856,222852291.54350498,STP2013
12857,237448967.555955,STP2014
12858,246519490.893575,STP2015
12859,256822056.30447003,STP2016
12860,266773808.82555497,STP2017
12861,,STP2018
12862,960081034.382927,SUR1960
12863,1006164924.0333099,SUR1961
12864,1045405356.0706099,SUR1962
12865,1103948056.01056,SUR1963
12866,1175704679.65125,SUR1964
12867,1316789241.2094,SUR1965
12868,1569612775.5216,SUR1966
12869,1759535921.35972,SUR1967
12870,1893260651.3830602,SUR1968
12871,1978457380.6952899,SUR1969
12872,2031875729.9740698,SUR1970
12873,2111118883.44305,SUR1971
12874,2098452170.1423898,SUR1972
12875,2060680031.0798302,SUR1973
12876,2068922751.20415,SUR1974
12877,2126852588.23787,SUR1975
12878,2314015616.0028,SUR1976
12879,2550045208.8350897,SUR1977
12880,2718348192.6182,SUR1978
12881,2702038103.46249,SUR1979
12882,2464258750.3578,SUR1980
12883,2639221121.6332,SUR1981
12884,2528373834.5246,SUR1982
12885,2429767254.97815,SUR1983
12886,2383601677.13356,SUR1984
12887,2431273710.67623,SUR1985
12888,2450723900.36164,SUR1986
12889,2298779018.53922,SUR1987
12890,2478083781.98528,SUR1988
12891,2582163300.82866,SUR1989
12892,2465965952.29137,SUR1990
12893,2532547033.0032396,SUR1991
12894,2542677221.13525,SUR1992
12895,2372317847.31919,SUR1993
12896,2452976654.12804,SUR1994
12897,2452976654.12804,SUR1995
12898,2477506420.66932,SUR1996
12899,2618724286.64747,SUR1997
12900,2678954945.2403603,SUR1998
12901,2641449576.007,SUR1999
12902,2696920017.10315,SUR2000
12903,2810190657.8214803,SUR2001
12904,2888875996.24048,SUR2002
12905,3070875184.00363,SUR2003
12906,3331899574.64394,SUR2004
12907,3481835055.50292,SUR2005
12908,3683781488.7220798,SUR2006
12909,3871615502.3124204,SUR2007
12910,4032262091.22008,SUR2008
12911,4153929455.08186,SUR2009
12912,4368398047.64333,SUR2010
12913,4624018822.678121,SUR2011
12914,4748421115.71579,SUR2012
12915,4887713258.49928,SUR2013
12916,4900201615.63996,SUR2014
12917,4733050948.23623,SUR2015
12918,4469836830.14881,SUR2016
12919,4545246714.34539,SUR2017
12920,,SUR2018
12921,,SVK1960
12922,,SVK1961
12923,,SVK1962
12924,,SVK1963
12925,,SVK1964
12926,,SVK1965
12927,,SVK1966
12928,,SVK1967
12929,,SVK1968
12930,,SVK1969
12931,,SVK1970
12932,,SVK1971
12933,,SVK1972
12934,,SVK1973
12935,,SVK1974
12936,,SVK1975
12937,,SVK1976
12938,,SVK1977
12939,,SVK1978
12940,,SVK1979
12941,,SVK1980
12942,,SVK1981
12943,,SVK1982
12944,,SVK1983
12945,,SVK1984
12946,,SVK1985
12947,,SVK1986
12948,,SVK1987
12949,,SVK1988
12950,,SVK1989
12951,,SVK1990
12952,,SVK1991
12953,40719116151.9267,SVK1992
12954,41493319725.4483,SVK1993
12955,44068200326.7641,SVK1994
12956,46643323562.6402,SVK1995
12957,49795081605.2952,SVK1996
12958,52816419598.4677,SVK1997
12959,54935315957.9278,SVK1998
12960,54822660413.6773,SVK1999
12961,55486109654.2554,SVK2000
12962,57326288833.4398,SVK2001
12963,59919037774.8649,SVK2002
12964,63165880222.509,SVK2003
12965,66487670525.7091,SVK2004
12966,70976227122.3309,SVK2005
12967,76975767928.5596,SVK2006
12968,85288825294.8242,SVK2007
12969,90090397691.8659,SVK2008
12970,85205207756.7775,SVK2009
12971,89501012915.7314,SVK2010
12972,92024135539.0658,SVK2011
12973,93549112293.0531,SVK2012
